	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
LSM1	0.081987008	0.100185874	0.098311883	0.137222172	0.175472475	0.093605458	0.14863612	0.199049463	0.152753823
LSM10	0.175688965	0.169620952	0.203230329	0.276626005	0.287346941	0.193864942	0.253429207	0.331985422	0.233541768
LSM11	0.006496733	0.008596428	0.002801707	0.005135292	0.004766367	0.004451795	0.001898978	0.005518124	0.005204806
LSM12	0.131757276	0.14165116	0.16017694	0.164324122	0.167254436	0.134518008	0.169284216	0.196531932	0.171946356
LSM14A	0.210072405	0.246689087	0.200726186	0.224530764	0.247101873	0.230264954	0.219382746	0.250774413	0.260974731
LSM14B	0.013047545	0.028591514	0.01232131	0.026005391	0.021714488	0.011647545	0.016679018	0.025507299	0.01663093
LSM2	0.10201519	0.206767965	0.204854857	0.288275076	0.33522138	0.273270972	0.270127886	0.240223047	0.214436443
LSM3	0.302106927	0.336558406	0.314389109	0.401928047	0.408359907	0.306686774	0.37560686	0.460137288	0.462714326
LSM4	0.263304413	0.292977098	0.314003302	0.387087059	0.421333613	0.292320915	0.401715086	0.443590278	0.362539307
LSM5	0.206134842	0.195067262	0.230564599	0.281341991	0.299737402	0.213955073	0.291796259	0.345694949	0.311734422
LSM6	0.2906833	0.169419025	0.240246225	0.249275615	0.278014202	0.214032407	0.28370313	0.412798342	0.313122459
LSM7	0.544045424	0.389766516	0.481970847	0.493581649	0.519720226	0.413376643	0.615018116	0.74562068	0.541359188
LSM8	0.225871267	0.296307107	0.230325985	0.32612629	0.314568642	0.298026549	0.306090713	0.296562731	0.295428305
LSMEM1	0.013362323	0.040887555	0.01388375	0.024657492	0.005108524	0.019012029	0.017080584	0.02452453	0.023158604
LSP1	1.484532089	0.429373494	1.063247461	0.787773264	1.349935777	1.126173678	1.781493961	1.340136336	1.616557537
LSR	0.002789132	0.015504503	0.012122119	0.033191498	0.024794115	0.028001696	0.004311631	0.003302594	0.014118129
LSS	0.02327764	0.031786936	0.038506492	0.036358101	0.017737274	0.016924458	0.019834865	0.047460742	0.0357083
LST1	1.528516764	0.740714845	1.165370151	1.059284778	1.061843707	0.978909535	1.306419379	1.555730697	1.052957426
LTA	0.001474926	0.001278153	0.015578986	0.003185772	0.000778212	0.002434526	0.001426159	0.010235055	0.003506959
LTA4H	0.583147051	0.218446258	0.264369277	0.270138506	0.406597068	0.340376497	0.52058092	0.556081723	0.750429165
LTB	0.043637095	0.027764075	0.106139369	0.063699746	0.068365879	0.035169532	0.043152648	0.106665123	0.024442466
LTB4R	0.123707766	0.050871529	0.03268263	0.034766593	0.029356351	0.019212267	0.031051383	0.041032825	0.053840419
LTB4R2	0.02796924	0.025796339	0.016351671	0.017449891	0.017647102	0.02314441	0.01470666	0.017005091	0.019581943
LTBP1	0.000472509	0.000386243	0	0.000581108	0.000207203	0	0	0	0.002486752
LTBP2	0.002758256	0.067549983	0.00197989	0.030506741	0.00445445	0.014311862	0.008770174	0.008779591	0.02594358
LTBP3	0.027298785	0.06191858	0.038386143	0.072815476	0.073568032	0.055825897	0.041503396	0.069639427	0.040334769
LTBP4	0.017952251	0.035333165	0.042739953	0.043024289	0.026898388	0.036147082	0.039075339	0.025258168	0.036146369
LTBR	0.240683961	0.307151607	0.208895008	0.336409772	0.332815068	0.286761544	0.215418045	0.324952292	0.262020963
LTC4S	0.037533207	0.613689853	0.374225924	0.539300301	0.451912058	0.612311678	0.480084831	0.091786018	0.081848916
LTF	0.000976065	0.00085252	0.003491724	0.001145753	0.000437992	0.001301703	0.00083891	0.00132714	0.000608404
LTK	0.000562914	0	0	0	0	0	0	0	0
LTN1	0.040434967	0.084118723	0.056366816	0.066298866	0.05890065	0.058368768	0.056884953	0.052322007	0.052503923
LTV1	0.015740367	0.059049997	0.027151195	0.059135452	0.069743309	0.048052156	0.038674442	0.032531863	0.040197292
LUC7L	0.164531554	0.224664378	0.138048927	0.146904898	0.155561269	0.15841081	0.168062336	0.208562265	0.175771973
LUC7L2	0.121125548	0.208740825	0.122701355	0.169674205	0.214662667	0.183617793	0.172270014	0.160344939	0.17167945
LUC7L3	0.219459073	0.397709628	0.254030773	0.313544551	0.276279626	0.295296706	0.230395506	0.270914574	0.261407505
LUCAT1	0.792283841	0.278111683	0.521208129	0.198463719	0.042194357	0.181526581	0.218209095	0.265515013	0.717826578
LUM	0.000515683	0.026808857	0.000393196	0.004615901	0.000414615	0	0	0	0.000513743
LURAP1	0.000188278	0.010286695	0	0.009853822	0.004775723	0.004021647	0	0.000703627	0.00049437
LURAP1L	0	0.001281293	0	0.001315938	0.000260872	0.000637124	0.000468262	0	0.000691381
LUZP1	0.10333085	0.146391955	0.131371814	0.10035443	0.095662021	0.117602826	0.089975636	0.096318901	0.091659514
LXN	0.006758745	0.035087399	0.016446161	0.049400679	0.036304185	0.019737744	0.007270892	0.015374881	0.041378455
LY6D	0.000313731	0.002069514	0.000629948	0.001849413	0	0	0	0	0
LY6E	0.595560706	0.391661942	0.598442032	0.757194762	0.616015664	0.399248545	0.576953023	1.747160907	0.899801688
LY6G5B	0.002165927	0.002449578	0.000582325	0.000928974	0.001319095	0.000443184	0.001031022	0.001972102	0.001054397
LY6G5C	0.011524149	0.01107011	0.011819781	0.014882854	0.017627688	0.017042989	0.017760678	0.007471675	0.011944177
LY6G6C	0.00568057	0.003846525	0.001801522	0.001338883	0.001417852	0.001217458	0	0.002435774	0.004287329
LY6G6F	0	0	0	0	0	0	0	0	0
LY6K	0.030774361	0.019533862	0.028792722	0.033262023	0.00474972	0.023449573	0.016081767	0.027842204	0.015358992
LY75	0.048331199	0.036933418	0.055775849	0.045105533	0.04411108	0.053090853	0.063331845	0.075977881	0.059517067
LY86	0.513800577	0.526488125	0.599731434	0.758345364	0.814578567	0.825395022	0.779370624	0.460251138	0.563238376
LY9	0.004277228	0.015160287	0.010877379	0.022280918	0.049129621	0.022461536	0.014354389	0.009896269	0.019559269
LY96	0.400606139	0.646843459	0.38592805	0.796849414	0.566404084	0.475140013	0.418456097	0.565979186	0.687150237
LYAR	0.123412346	0.100456421	0.092356474	0.099656886	0.126294691	0.086437635	0.147102387	0.196306959	0.191375284
LYG1	0	0.00059111	0	0.000196051	0.000201335	0.000452459	0.001496227	0	0
LYL1	0.05917832	0.165498438	0.04816293	0.128470677	0.14501128	0.141072617	0.087143346	0.106407173	0.065310555
LYN	0.759949585	0.62720512	0.759083721	0.679149899	0.670171204	0.699266692	0.555903866	1.107293555	0.66987748
LYNX1	0.003680894	0.021526308	0.00281077	0.010973103	0.005143955	0.010402693	0.00196652	0.00064583	0.013574384
LYPD1	0	0.001066756	0.00164021	0.002737093	0.001335281	0.001030471	0.000467923	0	0.002225406
LYPD2	0.002207572	0.002390243	0.000406262	0.00032137	0.003590533	0.002228467	0.001525317	0.011089683	0.001818281
LYPD3	0.307410791	0.053340052	0.188966604	0.061472447	0.070217482	0.079245594	0.190536518	0.095850018	0.09818097
LYPD5	0.001234659	0.001219132	0.000186742	0.005149312	0.00217903	0.00552149	0.003394595	0.0101372	0.001823494
LYPLA1	0.270738978	0.290550776	0.263605445	0.310381309	0.310374587	0.291279778	0.282209992	0.340162734	0.261332606
LYPLA2	0.096643691	0.098299412	0.088217876	0.133723535	0.135613669	0.078094042	0.106605252	0.181255635	0.154459029
LYPLAL1	0.04692036	0.139745658	0.181462364	0.182081027	0.179161475	0.186953599	0.134617878	0.099496481	0.099188732
LYRM1	0.085799195	0.072889051	0.080522558	0.061430908	0.04444996	0.056949372	0.040732857	0.096412906	0.079801968
LYRM2	0.082499271	0.128424434	0.09688564	0.148089458	0.142113615	0.114993291	0.097651428	0.164058484	0.119794847
LYRM4	0.061453277	0.070609597	0.068852925	0.087791653	0.095281108	0.088309024	0.088883132	0.103899015	0.081160531
LYRM7	0.016359445	0.050428589	0.034313254	0.04494054	0.046584553	0.048777874	0.03264574	0.038261478	0.034007808
LYRM9	0.008115975	0.026906264	0.018816445	0.023505492	0.02737111	0.022521187	0.011031229	0.013844834	0.025530075
LYSMD1	0	0.000327579	0	7.08E-05	0.001189312	0.000491301	0	0	0
LYSMD2	0.121203386	0.157758878	0.217885849	0.254013409	0.232712071	0.197004956	0.171846842	0.526950218	0.172960828
LYSMD3	0.095126211	0.070850566	0.077117872	0.067164912	0.068557954	0.055905851	0.066025434	0.051129441	0.076270357
LYSMD4	0.004645393	0.011402104	0.022674296	0.020385022	0.01725593	0.015364391	0.008684721	0.011127164	0.009885718
LYST	0.293901646	0.162377734	0.232071271	0.125891659	0.108721746	0.14323474	0.170657932	0.277799824	0.160851639
LYVE1	0.0252604	1.132385103	0.007206251	0.183370697	0.010300624	0.040053838	0.003546668	0.012965211	0.367950811
LYZ	3.436251118	1.28095227	2.002502752	1.634303852	2.203918502	2.097574787	3.006599152	2.741533235	2.464761306
LZIC	0.099891497	0.099927439	0.100402548	0.115223595	0.136946418	0.110774538	0.117512874	0.127384391	0.135409012
LZTFL1	0.010086155	0.028989297	0.018771893	0.027097184	0.033109056	0.036464578	0.022791493	0.007355158	0.021788271
LZTR1	0.017701753	0.055636466	0.026918563	0.042799496	0.029532601	0.022079243	0.018784666	0.026963654	0.03131607
LZTS2	0.010660135	0.038119153	0.017881342	0.041227457	0.025139557	0.015966408	0.013115815	0.01523246	0.028137326
M1AP	0.0027666	0.018134847	0.00801192	0.01613266	0.014283346	0.008938857	0.010690613	0.002078447	0.005901566
M6PR	0.397741334	0.507330806	0.532579823	0.623736036	0.694466433	0.553563852	0.528515493	0.74696971	0.640598999
MAATS1	0.000212183	0.00336423	0.000891354	0.001860814	0.001104996	0.003756491	0	0.00072889	0.001620176
MAB21L3	0.000178876	0.000214529	0	0.000257522	0	0.000245245	0	0	0.000314451
MACC1	0.002232568	0.010924716	0.09266187	0.052866199	0.069875757	0.072606197	0.014333885	0.032170782	0.02350586
MACF1	0.224095655	0.319115593	0.272301625	0.31122528	0.251880855	0.264276896	0.26061859	0.285687464	0.25691209
MACROD1	0.010299674	0.040309978	0.028257335	0.04200622	0.040370872	0.051321218	0.03560046	0.014605997	0.033505209
MACROD2	0.000173458	0.003569586	0.00128242	0.001635756	0.002735666	0.003650809	0.001988513	0	0.000196691
MAD1L1	0.09530879	0.100453313	0.125785821	0.119647665	0.147585055	0.100874694	0.161472492	0.136506496	0.163727884
MAD2L1	0.00312998	0.00488443	0.008691528	0.011772148	0.010267258	0.010829181	0.005245648	0.006307805	0.007367827
MAD2L1BP	0.05666656	0.047462749	0.048732643	0.052705451	0.046827135	0.033762722	0.051238357	0.055568817	0.09167163
MAD2L2	0.163963349	0.106527231	0.158636163	0.141809242	0.144318136	0.111988682	0.146454282	0.273812838	0.179160048
MADCAM1	0.002131641	0.002657073	0.000999146	0.004297865	0.003477111	0.002011445	0.000503474	0.001774747	0.002852496
MADD	0.030841145	0.067906768	0.043148862	0.068357263	0.054318933	0.052517189	0.061821946	0.058389848	0.049143831
MAEA	0.207476418	0.115513069	0.077450235	0.139809861	0.128459211	0.089465051	0.1631754	0.14334603	0.150937667
MAEL	0	0	0	0	0.000242746	0.001009078	0	0	0
MAF	0.044133029	0.624030692	0.098345895	0.390508608	0.138752298	0.186713678	0.028804133	0.063478837	0.082059862
MAF1	0.255749727	0.289069299	0.211044473	0.323518277	0.38566462	0.312218009	0.374990633	0.341142086	0.383639432
MAFA	0.006988119	0.003899008	0.007191465	0.001225725	0.002912681	0.00190582	0.00170777	0.005527607	0.001988057
MAFB	1.455162909	1.642044761	0.920983038	1.30486064	1.193398314	1.366804397	0.926315416	1.203796957	1.307545105
MAFF	0.587423078	0.603430364	0.740366875	0.495022346	0.330754752	0.896454453	0.417472225	0.542660406	0.537861588
MAFG	0.36724213	0.21216315	0.133241681	0.151931059	0.182590969	0.191080392	0.17354493	0.29800524	0.236197324
MAFK	0.091783595	0.077106644	0.047279599	0.047874169	0.030859754	0.039284354	0.044614594	0.059012201	0.064183618
MAFTRR	0	0.001084022	0	0.000977529	0.000613598	0.000261799	0.00161362	0	0
MAG	0.000330173	0.000664534	0.000567208	0.001108394	0.008264793	0.005238593	0.00164896	0	0.001498449
MAGEA12	0	0	0	0.000620784	0	0	0	0	0
MAGEA6	0	0	0	0.001132556	0	0	0	0	0
MAGED1	0.012546347	0.04395782	0.032120518	0.039660426	0.041084747	0.036447344	0.022953955	0.031663708	0.026126424
MAGED2	0.06146762	0.137424621	0.170052838	0.184003314	0.205258475	0.196611377	0.127044227	0.104303453	0.149317174
MAGEE1	0	0	0	0.000219618	0.000438527	0.000283397	0	0	0
MAGEF1	0.004179746	0.041060119	0.021431261	0.051980642	0.044548156	0.038403389	0.01250041	0.018945694	0.016679743
MAGEH1	0.009613203	0.035447838	0.021539056	0.038115788	0.032680963	0.031620503	0.017470868	0.012232507	0.021850735
MAGI1	0	0.00262955	0	0.000680032	0.0018399	0.002032663	0.000662335	0	0
MAGI2	0.0010071	0.002317613	0.001302098	0.001207345	0.001676574	0.001745737	0.001945294	0.001908084	0.000456425
MAGI3	0.001386136	0.003472406	0.003186516	0.002463344	0.002486279	0.001729186	0.001972903	0.002753072	0.002018071
MAGIX	0.010453682	0.009390989	0.005649088	0.012043408	0.00772606	0.005703474	0.006431678	0.008989783	0.009041724
MAGOH	0.383395122	0.358290847	0.394247996	0.380084003	0.386937165	0.344314452	0.395506213	0.496662999	0.44330591
MAGOHB	0.040161609	0.063967443	0.054132926	0.075813187	0.074156003	0.054172995	0.059386566	0.10061846	0.065454286
MAGT1	0.170808063	0.213187285	0.176704531	0.190393164	0.198818522	0.212612918	0.198052075	0.223658739	0.16843945
MAK	0.005681764	0.002518533	0.002780647	0.003245258	0.000920055	0.003781859	0.003310882	0.003516304	0.005766861
MAK16	0.009926588	0.028882114	0.014727655	0.023267328	0.024452156	0.017191863	0.017634905	0.024707161	0.019154609
MAL	0.000398456	0.002967224	0.000733856	0.001665947	0.002383989	0.001095943	0.000996331	0.001543553	0.001373479
MAL2	0	0	0	0.000163571	0.000543763	0.000277754	0	0	0
MALAT1	4.4404348	4.522090719	4.558140282	4.156743546	4.058531132	4.227009882	4.002177591	4.305278337	4.362911584
MALL	0	0.000735773	0	0.000244306	0.000245239	0.000716715	0	0	0
MALRD1	0	0	0	0.000193066	0.000796563	0.000712208	0.000374844	0	0
MALSU1	0.039542237	0.08426831	0.066958097	0.109513385	0.109052825	0.075127135	0.074003694	0.09106464	0.105170719
MALT1	0.406774786	0.194682588	0.328286676	0.189125981	0.335051983	0.290595226	0.412977137	0.292608557	0.208297158
MAMDC2	0.000152204	0.250818811	0.000620475	0.085826096	0.005612011	0.015757397	0	0	0.001734705
MAMDC4	0.002224816	0.006250278	0.002762073	0.005757489	0.002304781	0.001209422	0.002328749	0.001314801	0.006591222
MAML1	0.096338272	0.096780539	0.059462625	0.081346018	0.075452831	0.079598625	0.07239793	0.085064654	0.06547388
MAML2	0.170621049	0.212682549	0.133206128	0.167728914	0.125935329	0.161399622	0.121233021	0.198286258	0.174841691
MAML3	0.148580418	0.089752601	0.08490658	0.073572232	0.082256961	0.102867631	0.114286421	0.074214071	0.093928825
MAMLD1	0.08641301	0.022500088	0.051555543	0.022769567	0.019882388	0.01513099	0.036443333	0.067135534	0.087601784
MAMSTR	0.000625796	0.004284022	0.005581711	0.007885699	0.007331073	0.006702137	0.005621248	0.00276436	0.002609829
MAN1A1	0.125816624	0.496793386	0.084214523	0.188016831	0.083330696	0.126484401	0.116584	0.14365357	0.209056021
MAN1A2	0.154385297	0.09520925	0.085872102	0.097825638	0.090710458	0.090085466	0.133434178	0.151811217	0.117288651
MAN1B1	0.065232624	0.101966571	0.070213017	0.109059229	0.117201799	0.103294435	0.090610255	0.095278011	0.125208308
MAN1C1	0.006825805	0.019685168	0.005141453	0.02178888	0.009100001	0.015473717	0.013652075	0.011347998	0.016295809
MAN2A1	0.200039156	0.256664709	0.20950251	0.215917566	0.264920861	0.315121192	0.242870219	0.211224379	0.147555617
MAN2A2	0.100039105	0.049822964	0.037046293	0.059589656	0.06083884	0.040098489	0.078916973	0.060152429	0.059919503
MAN2B1	0.485083385	0.614755898	0.573619211	0.763147771	0.87437242	0.818360712	0.776682718	0.635052889	0.617336045
MAN2B2	0.06656737	0.091588985	0.074744845	0.094829085	0.076743816	0.073490116	0.068491496	0.076407085	0.089159404
MAN2C1	0.145945178	0.151169487	0.096770113	0.127032056	0.073193883	0.091241223	0.095678004	0.119636486	0.122690652
MANBA	0.392915725	0.450860797	0.361674378	0.468380794	0.5248669	0.569629182	0.603544342	0.386835414	0.474732956
MANBAL	0.020969171	0.048292743	0.050231937	0.055111131	0.054316295	0.043962049	0.040003801	0.038398491	0.048014196
MANEA	0.007722298	0.03113027	0.013603176	0.037456473	0.028426746	0.028119763	0.015875452	0.018198674	0.020555864
MANEAL	0.000672997	0.001840684	0.00031448	0.00157905	0.0010626	0.000510697	0.001504823	0	0.000689598
MANF	0.25975327	0.260003888	0.260221539	0.274017883	0.344095666	0.256556057	0.273487203	0.4400095	0.306384405
MANSC1	0.001831412	0.004326553	0.00181191	0.000907284	0.001250924	0.000821408	0.001699082	0	0.000616112
MAOA	0.007145349	0.007876363	0.015056299	0.012941025	0.007784255	0.008708116	0.00499353	0.015844767	0.02100134
MAOB	0	0.001299509	0	0.00081327	0.003062401	0.002238535	0.000952414	0	0.000837076
MAP10	0.000810183	0.006071027	0.003037572	0.005818214	0.005141469	0.004915137	0.004957839	0	0.003798217
MAP1A	0.001382248	0.005159214	0.003198337	0.003190632	0.00180667	0.002031803	0.000610249	0.002196974	0.003723053
MAP1B	0.000643962	0.002120674	0.000242841	0.004134001	0.000944211	0.002454434	0.001575429	0	0.001285802
MAP1LC3A	0.073858771	0.063125408	0.108143833	0.092476437	0.062065182	0.055216619	0.05615738	0.095310225	0.078245241
MAP1LC3B	1.053336081	0.989913151	0.938748681	0.893463724	0.960900245	1.030196708	0.903377032	0.972894155	1.151361101
MAP1LC3B2	0.001665516	0.005587333	0.001800084	0.003026563	0.001917735	0.003407636	0.001662512	0.000782471	0.001480622
MAP1LC3C	0	0.000388726	0.000733856	0.001002639	0.000443803	0.000299746	0	0	0.003545002
MAP1S	0.115753463	0.088937722	0.07622022	0.10559106	0.116453465	0.083282615	0.073133044	0.095438304	0.113288743
MAP2	0	0.000391725	0	0.003225288	0.001042561	0.001370238	0	0	0.000604288
MAP2K1	0.838263421	0.447789542	0.583613176	0.317828805	0.38122687	0.424527273	0.579763875	0.565171431	0.685598704
MAP2K2	0.274808663	0.180662132	0.144053119	0.221796496	0.381358034	0.274529921	0.359668269	0.381570842	0.238548632
MAP2K3	0.956524981	0.497666788	0.954712762	0.485079813	0.364425043	0.581542899	0.545375629	0.670616045	0.687590376
MAP2K4	0.085715217	0.077752658	0.054742204	0.077326179	0.111089141	0.092447496	0.10793203	0.100828395	0.076874276
MAP2K5	0.034886346	0.053077704	0.044942598	0.053438055	0.055813752	0.066455066	0.049884551	0.040287	0.04363479
MAP2K6	0.018312386	0.02100265	0.038483923	0.026306114	0.031764677	0.041684631	0.022514887	0.027679374	0.00852172
MAP2K7	0.05406681	0.087745725	0.052119768	0.065170012	0.050671764	0.076082363	0.058453772	0.074142467	0.083835454
MAP3K1	0.072755168	0.12760815	0.074564856	0.108568771	0.082389967	0.082047602	0.073570837	0.08449989	0.079045401
MAP3K10	0.00960519	0.011752629	0.003970732	0.008851601	0.005005841	0.006213217	0.004274814	0.007900118	0.00744201
MAP3K11	0.223256178	0.222196539	0.172119551	0.188997949	0.150535152	0.162432312	0.141338671	0.249344167	0.195676994
MAP3K12	0.005896522	0.013372223	0.008411232	0.013434644	0.009534487	0.009279069	0.009827732	0.003781401	0.00867003
MAP3K13	0.190820229	0.135609406	0.225092714	0.160270138	0.137404846	0.144538522	0.152167931	0.211641733	0.185330838
MAP3K14	0.016376854	0.074257203	0.038513929	0.04502407	0.033012395	0.036647857	0.020812431	0.025878785	0.03176094
MAP3K15	0.000119243	0.00079471	0.000289745	0.000351964	0.000764262	0.000758017	0.001017394	0	0
MAP3K2	0.348598999	0.229137717	0.260205337	0.251748401	0.290050293	0.272068317	0.399508939	0.301266439	0.289595298
MAP3K3	0.126618264	0.127000423	0.050968995	0.077173907	0.051245586	0.061363472	0.093882689	0.08326312	0.067425944
MAP3K4	0.037604334	0.059734682	0.060821916	0.053002779	0.050278406	0.06420098	0.0602282	0.064366725	0.048539083
MAP3K5	0.071997561	0.102888942	0.074151559	0.090353873	0.06905976	0.091725827	0.092086312	0.066059414	0.052370427
MAP3K6	0.025452512	0.041396918	0.011984011	0.018910602	0.011083338	0.017750401	0.023368992	0.01551397	0.014032281
MAP3K7	0.058563036	0.099680334	0.071379987	0.091284571	0.086587069	0.096716836	0.077719718	0.069767773	0.087672366
MAP3K7CL	0.023838399	0.008286529	0.017702436	0.007812279	0.005853569	0.005077258	0.004034265	0.075843614	0.031656273
MAP3K8	1.556765688	0.837859769	1.513418895	0.861251433	0.981722766	1.438625686	1.281417953	1.112899121	1.340355754
MAP3K9	0.000383227	0.002655099	0.000229621	0.001690698	0.00205586	0.001463447	0.000484966	0	0.001530795
MAP4	0.129077692	0.179703697	0.183787565	0.20104672	0.203696923	0.170418701	0.171894262	0.25145086	0.1563939
MAP4K1	0.033539745	0.055180996	0.097696953	0.052945056	0.06016311	0.085306847	0.084461869	0.033053391	0.025892013
MAP4K2	0.027207175	0.050186267	0.044487086	0.052171902	0.045957645	0.059156121	0.044021279	0.021429745	0.034702229
MAP4K3	0.053182467	0.071907362	0.039077131	0.055979619	0.105959579	0.105519291	0.099374611	0.064447643	0.060535292
MAP4K4	0.456196301	0.093129172	0.172725902	0.08452226	0.044480714	0.060692667	0.108198478	0.125406133	0.17457629
MAP4K5	0.059717027	0.104612377	0.110019659	0.099822221	0.130007803	0.15647018	0.113748128	0.094654664	0.084468337
MAP6	0	0	0	0.000103333	0	0.000158334	0	0	0.000122588
MAP6D1	0.000941661	0.00124733	0.000213972	0.000900685	0.002069716	0.000875671	0.003171505	0	0.000585284
MAP7	0.007107878	0.038387541	0.02608827	0.032654997	0.015560854	0.01511994	0.007381065	0.007652742	0.010200669
MAP7D1	0.217163851	0.256274175	0.238444657	0.262954565	0.294403974	0.300114953	0.222499903	0.356507726	0.244948928
MAP7D2	0.000655136	0.000164784	0	6.67E-05	0.00064704	0.000639969	0.000421182	0.000886181	0.0004858
MAP7D3	0.022538457	0.046149847	0.026012733	0.043198383	0.053933056	0.050268056	0.042540737	0.045151267	0.028930502
MAP9	0.000592027	0.00648169	0.007650307	0.00349297	0.005328421	0.005831924	0.001491401	0.000817236	0.001221912
MAPK1	0.261265814	0.209943992	0.162634529	0.189620743	0.249791865	0.216600586	0.246026755	0.270921016	0.202149672
MAPK10	0	0.002704292	0.002758818	0.000525707	0.001364179	0.002571126	0.000485006	0.000671465	0
MAPK11	0.001275282	0	0.000245366	0.00058935	0.000194856	0	0.000421001	0.007853138	0.001368884
MAPK12	0.001388762	0.013029035	0.001092428	0.015246609	0.006626978	0.005716882	0.001356146	0.000957796	0.002173599
MAPK13	0.035858541	0.018421487	0.030438288	0.080104837	0.030299689	0.007952565	0.012144637	0.024104108	0.109422977
MAPK14	0.09253021	0.089964014	0.07520568	0.087612165	0.07509226	0.085381743	0.063938575	0.111995936	0.072557238
MAPK1IP1L	0.449161485	0.34709163	0.452477641	0.349863006	0.422668439	0.367715416	0.464674735	0.497333473	0.502242735
MAPK3	0.065468625	0.083987014	0.047478927	0.095726789	0.114286128	0.097891205	0.0891247	0.072237749	0.08233661
MAPK6	0.365324112	0.176480521	0.203956294	0.158587437	0.126125019	0.138290888	0.191753501	0.308851829	0.274413567
MAPK7	0.227199185	0.045315487	0.042445522	0.028271205	0.034748121	0.022511456	0.075935235	0.068085113	0.107714523
MAPK8	0.080049623	0.066268397	0.066316931	0.056931623	0.062520812	0.063642949	0.067201478	0.078738634	0.088991225
MAPK8IP1	0.000530765	0.000894127	0	0.000774637	0.001117009	0.001119797	0.00114458	0	0.001144678
MAPK8IP2	0	0	0	8.95E-05	0	0	0	0	0
MAPK8IP3	0.071362641	0.087636492	0.04970074	0.06070892	0.055039506	0.047214596	0.057197624	0.05660425	0.07197018
MAPK9	0.019174397	0.028992922	0.024107786	0.031317997	0.02130652	0.027458034	0.025464681	0.027680873	0.02636865
MAPKAP1	0.121975728	0.138190745	0.158468214	0.164679286	0.188702633	0.163525212	0.215838814	0.179187176	0.170751896
MAPKAPK2	0.319187174	0.218835398	0.178102352	0.154737565	0.072577899	0.097148893	0.157301888	0.220343182	0.211659367
MAPKAPK3	0.273806448	0.166834307	0.218954121	0.193887119	0.203908282	0.149029713	0.219760083	0.38791954	0.265280611
MAPKAPK5	0.041443667	0.08260934	0.045054455	0.079963313	0.077705983	0.077292315	0.069118228	0.071539619	0.07528585
MAPKBP1	0.013495559	0.02520713	0.019945644	0.022073104	0.017723144	0.02100766	0.012586859	0.015165497	0.017942961
MAPRE1	0.474317217	0.372737512	0.466317887	0.38537645	0.395183855	0.429795821	0.391931299	0.489802806	0.466509958
MAPRE2	0.112872528	0.241389756	0.17198204	0.208488814	0.205151062	0.244106668	0.14045041	0.138254851	0.158039124
MAPRE3	0.023625341	0.028780564	0.022996534	0.034781125	0.022181051	0.018447822	0.011584536	0.022483642	0.041215773
MAPT	0	0.000807604	0	0.000320344	0.001195227	0.002846114	0.00075845	0	0
1-Mar	0.068640323	0.004540931	0.005939453	0.004803152	0.008612178	0.006833254	0.031952623	0.010074385	0.012699557
2-Mar	0.001330245	0.00338743	0.00183418	0.003189627	0.003964341	0.009489655	0.003517506	0	0.001693756
MARCKS	1.074334037	0.767601337	0.686456101	1.032087039	1.024263994	0.938241961	0.81352257	1.038664533	0.728888458
MARCKSL1	0.837163794	0.221720565	0.735317166	0.252649985	0.280365894	0.407417041	0.510817585	0.786748827	0.522448377
MARCO	0.252681825	0.177780809	0.117570879	0.08552621	0.025461302	0.006187211	0.115241952	0.441388243	1.132115029
MARK2	0.118736094	0.100706806	0.077838481	0.081836189	0.073728931	0.089416841	0.091106219	0.130692979	0.089063784
MARK3	0.181597353	0.14666282	0.143730103	0.130048171	0.136576559	0.136933662	0.148301216	0.178468914	0.141155101
MARK4	0.049081765	0.028952738	0.02733951	0.031241336	0.032223445	0.038572288	0.038207107	0.04139449	0.039626137
MARS2	0.000808294	0.005801075	0.002896885	0.005859671	0.006700247	0.003550426	0.00122602	0.003593212	0.003404879
MARVELD1	0.096898025	0.080873436	0.032769796	0.050088158	0.069650472	0.048824773	0.114182394	0.057753842	0.078116945
MARVELD2	0.000172754	0.000313082	0	0.000190182	0.001074046	0.000509608	0	0.000902611	0
MARVELD3	0	0.000978854	0	0.00152893	0.003197771	0.001494889	0	0	0
MAST1	0.000149783	0	0	0.000496881	0.001871257	0.000437843	0.000442451	0	0.000367246
MAST2	0.021054624	0.030151358	0.021273472	0.030223608	0.02604151	0.020133852	0.028027796	0.023745319	0.035037074
MAST3	0.065454813	0.056723162	0.046355727	0.04883262	0.042954885	0.043196071	0.046964049	0.027675822	0.038578798
MAST4	0.008059685	0.019913522	0.02145264	0.013816168	0.01224306	0.012691141	0.008897434	0.01553232	0.009518768
MASTL	0.072657619	0.049459829	0.057121737	0.048215087	0.065099722	0.071606886	0.064217065	0.084567617	0.053716233
MAT2A	0.996976263	1.025040323	0.903304069	0.723805159	0.66993194	0.954083925	0.834917696	0.75193534	0.70838731
MAT2B	0.117543233	0.219431381	0.182446153	0.267412635	0.286769667	0.273267832	0.20525037	0.311334285	0.18834178
MATK	0.015539471	0.031570899	0.030086393	0.036679033	0.054776552	0.017547698	0.033657241	0.022056074	0.10353561
