	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
NOP58	0.764487714	0.340175953	0.363636364	0.523809524	0.288888889	0.342564826	0.441368704	0.275665399	0.220338983	0.292035398	0.155844156	0.188679245	1.261904762
NOP9	0.047751507	0.029325513	0	0.047619048	0.022222222	0.034573999	0.033833141	0.024714829	0.016949153	0.039823009	0.064935065	0	0.142857143
NOS1	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS1AP	0.004172462	0	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0
NOS2	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS3	0.001854427	0	0	0	0	0.008114306	0.013456363	0.005703422	0	0.022123894	0	0	0.023809524
NOSIP	0.417709782	0.228739003	0.515151515	0.357142857	0.422222222	0.47239372	0.450595925	0.338403042	0.288135593	0.389380531	0.038961039	0.226415094	1.357142857
NOSTRIN	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
NOTCH1	0.079276773	0.070381232	0.106060606	0.071428571	0.088888889	0.060504498	0.069204152	0.074144487	0.025423729	0.053097345	0.064935065	0.037735849	0.19047619
NOTCH2	0.155308299	0.149560117	0.106060606	0.214285714	0.022222222	0.086611395	0.063052672	0.085551331	0.076271186	0.088495575	0.181818182	0.037735849	0.023809524
NOTCH2NL	0.129809921	0.096774194	0.045454545	0.214285714	0.111111111	0.0689716	0.08958093	0.074144487	0.06779661	0.101769912	0.220779221	0.056603774	0.166666667
NOTCH3	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NOTCH4	0.015299026	0.011730205	0.015151515	0.023809524	0	0.018698183	0.036139946	0.011406844	0	0.004424779	0	0	0
NOTO	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
NOTUM	0.000463607	0	0	0	0	0.000176398	0.001153403	0	0	0	0	0	0
NOVA1	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA2	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX1	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX3	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX4	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
NOX5	0	0	0	0	0	0	0	0	0	0	0	0	0
NOXA1	0.029670839	0.035190616	0.03030303	0.023809524	0.022222222	0.00952549	0.010380623	0.030418251	0.016949153	0.013274336	0.012987013	0	0
NOXO1	0.000463607	0	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0
NOXRED1	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS1	0.000463607	0	0	0	0	0.000529194	0.001153403	0.003802281	0	0	0	0	0
NPAS2	0.000463607	0.002932551	0	0	0	0	0.000384468	0	0	0	0	0	0
NPAS3	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS4	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAT	0.136300417	0.114369501	0.060606061	0.214285714	0.2	0.175515964	0.206843522	0.134980989	0.194915254	0.17699115	0.168831169	0.018867925	0.261904762
NPB	0.000463607	0	0	0	0	0.000529194	0.000768935	0.001901141	0	0	0	0	0
NPBWR1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
NPBWR2	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
NPC1	0.108020399	0.123167155	0.015151515	0.071428571	0.088888889	0.193332157	0.251826221	0.228136882	0.211864407	0.225663717	0.25974026	0.150943396	0.214285714
NPC1L1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPC2	0.2702828	0.225806452	0.136363636	0.357142857	0.222222222	0.31980949	0.31526336	0.292775665	0.330508475	0.278761062	0.077922078	0.20754717	0.452380952
NPDC1	0.019935095	0.002932551	0.015151515	0	0.066666667	0.00176398	0.00153787	0.001901141	0	0	0	0	0.285714286
NPEPL1	0.038015763	0.041055718	0.075757576	0.047619048	0	0.024695714	0.023452518	0.038022814	0.008474576	0.03539823	0.038961039	0.018867925	0.119047619
NPEPPS	0.212795549	0.167155425	0.318181818	0.214285714	0.244444444	0.162286117	0.179161861	0.22243346	0.194915254	0.292035398	0.233766234	0.169811321	0.261904762
NPFFR1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	0	0	0	0	0	0	0	0	0	0	0	0	0
NPHP1	0.001854427	0	0	0.023809524	0	0.001234786	0.001153403	0.001901141	0	0.004424779	0	0	0.023809524
NPHP3	0.009272137	0.011730205	0.015151515	0.047619048	0.044444444	0.010760275	0.008458285	0.017110266	0.008474576	0.004424779	0.038961039	0	0.023809524
NPHP3-ACAD11	0.001390821	0	0.015151515	0	0	0.001234786	0.002306805	0	0	0	0	0	0
NPHP3-AS1	0.000463607	0	0	0	0	0.000529194	0	0	0	0	0	0	0
NPHP4	0.014371813	0.005865103	0	0.023809524	0	0.016228612	0.012687428	0.013307985	0	0.022123894	0.012987013	0	0.047619048
NPHS1	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NPHS2	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA1	0.020398702	0.020527859	0.015151515	0.047619048	0	0.019227377	0.019992311	0.024714829	0.025423729	0.030973451	0.025974026	0	0
NPIPA2	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA3	0.000463607	0	0	0	0	0.000352796	0.000384468	0	0	0	0	0	0
NPIPA5	0.001390821	0.014662757	0	0	0	0.003175163	0.003460208	0.001901141	0	0.013274336	0.012987013	0.018867925	0
NPIPA7	0	0	0	0	0	0.000352796	0.000768935	0	0	0	0	0	0
NPIPA8	0.000463607	0	0	0	0	0.000529194	0	0	0	0	0	0	0
NPIPB11	0.003245248	0.008797654	0	0	0.022222222	0.013935438	0.021530181	0.019011407	0	0.004424779	0	0	0.047619048
NPIPB15	0.003245248	0	0	0	0	0.003351561	0.001922338	0.007604563	0	0.004424779	0	0.018867925	0
NPIPB3	0.005099675	0.002932551	0	0	0.022222222	0.003880755	0.003460208	0.005703422	0.008474576	0	0	0	0
NPIPB4	0.012517385	0.026392962	0	0.023809524	0	0.010760275	0.011149558	0.009505703	0.016949153	0.017699115	0.090909091	0	0
NPIPB5	0.07834956	0.102639296	0.045454545	0.071428571	0.066666667	0.048685835	0.046136101	0.051330798	0.059322034	0.057522124	0.25974026	0.037735849	0.095238095
NPIPB6	0.000463607	0	0	0	0	0	0.000384468	0	0	0	0	0	0
NPIPB7	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB8	0	0	0	0	0	0.000352796	0	0	0	0	0	0	0
NPIPB9	0.000463607	0	0	0	0	0	0.000384468	0	0	0	0	0	0
NPL	0.00741771	0.005865103	0.015151515	0	0	0.013229847	0.018069973	0.011406844	0	0.026548673	0	0.018867925	0.047619048
NPLOC4	0.055169217	0.04398827	0.045454545	0.095238095	0.088888889	0.046392662	0.046520569	0.045627376	0.06779661	0.030973451	0.051948052	0	0.214285714
NPM1	3.596662031	1.571847507	3.409090909	2.166666667	2.066666667	2.517375198	2.522491349	2.108365019	1.63559322	1.747787611	0.480519481	1.132075472	14.52380952
NPM2	0.007881317	0.002932551	0	0	0	0.000352796	0	0.003802281	0	0	0	0	0
NPM3	0.050996755	0.026392962	0.060606061	0.023809524	0.022222222	0.019580173	0.024990388	0.02661597	0.059322034	0.048672566	0	0.018867925	0.380952381
NPNT	0.000463607	0	0	0	0	0.000176398	0	0.001901141	0	0	0	0	0
NPPA	0	0	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0
NPPA-AS1	0	0	0.015151515	0	0	0.000352796	0.00153787	0	0	0	0	0	0
NPPB	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPC	0.006026889	0.008797654	0	0	0	0.000529194	0.000768935	0	0	0	0	0	0
NPR1	0	0	0	0	0	0	0.000768935	0	0	0	0	0	0
NPR2	0.000927214	0	0	0.023809524	0	0.00088199	0.001922338	0	0	0	0.012987013	0	0.023809524
NPR3	0.000463607	0	0	0	0	0.000352796	0.001922338	0	0	0	0	0	0
NPRL2	0.116365322	0.105571848	0.090909091	0.047619048	0.222222222	0.178161933	0.190311419	0.256653992	0.279661017	0.309734513	0.077922078	0.113207547	0.357142857
NPRL3	0.068613815	0.079178886	0.045454545	0.071428571	0.088888889	0.116422649	0.13917724	0.133079848	0.110169492	0.128318584	0.038961039	0.094339623	0.214285714
NPSR1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTN	0.10199351	0.079178886	0.075757576	0.214285714	0.022222222	0.150114659	0.156478278	0.190114068	0.194915254	0.159292035	0.103896104	0.037735849	0.214285714
NPTX1	0.003245248	0	0	0	0	0.004233551	0.011918493	0.005703422	0	0.004424779	0	0.018867925	0.023809524
NPTX2	0.012980992	0	0.015151515	0	0	0.005468337	0.00153787	0.005703422	0	0	0	0	0.023809524
NPTXR	0.00880853	0.014662757	0.03030303	0	0.022222222	0.013053449	0.008458285	0.007604563	0	0	0.012987013	0	0.023809524
NPW	0.017617061	0	0	0	0	0	0.001153403	0.001901141	0	0	0	0	0.047619048
NPY	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY1R	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY2R	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY4R	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY5R	0	0	0	0	0	0	0	0	0	0	0	0	0
NQO1	0.019007881	0.005865103	0	0.047619048	0	0.022578938	0.039215686	0.032319392	0.025423729	0.022123894	0	0	0.023809524
NQO2	0.053314789	0.06744868	0.03030303	0.071428571	0.044444444	0.053624978	0.088427528	0.072243346	0.093220339	0.10619469	0.025974026	0.056603774	0.452380952
NR0B1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D1	0.007881317	0.023460411	0	0	0	0.013406244	0.031141869	0.017110266	0.016949153	0.022123894	0.012987013	0.056603774	0.047619048
NR1D2	0.175243394	0.134897361	0.121212121	0.047619048	0.088888889	0.23619686	0.146482122	0.178707224	0.076271186	0.137168142	0.155844156	0.150943396	0.119047619
NR1H2	0.488178025	0.26686217	0.303030303	0.047619048	0.244444444	0.391779855	0.286428297	0.239543726	0.228813559	0.230088496	0.051948052	0.283018868	0.595238095
NR1H3	0.011590172	0.014662757	0	0.071428571	0	0.014288234	0.021530181	0.02851711	0	0.026548673	0.012987013	0	0
NR1H4	0	0.002932551	0	0	0	0	0	0	0	0	0	0	0
NR1I2	0	0	0	0	0	0.000705592	0.000768935	0	0	0	0	0	0
NR1I3	0	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
NR2C1	0.067686602	0.070381232	0.03030303	0.19047619	0.066666667	0.065090845	0.065743945	0.079847909	0.059322034	0.084070796	0.103896104	0	0.19047619
NR2C2	0.115901715	0.08797654	0.136363636	0.166666667	0.088888889	0.099664844	0.086889658	0.081749049	0.101694915	0.092920354	0.194805195	0.056603774	0.142857143
NR2C2AP	0.068150209	0.049853372	0	0.166666667	0.088888889	0.055388957	0.046520569	0.064638783	0.084745763	0.048672566	0.038961039	0	0.238095238
NR2E1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2E3	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1-AS1	0	0.002932551	0	0	0	0	0	0	0	0	0	0	0
NR2F2	0.002318034	0.002932551	0	0	0	0.000176398	0.000768935	0.003802281	0	0	0	0	0
NR2F2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F6	0.005563282	0.002932551	0	0	0	0.002293173	0.004229143	0.003802281	0	0.004424779	0	0	0.047619048
NR3C1	1.146499768	0.636363636	0.545454545	0.571428571	0.422222222	0.926971247	0.693194925	0.676806084	0.338983051	0.659292035	0.805194805	0.320754717	0.833333333
NR3C2	0.006026889	0.008797654	0	0	0.022222222	0.00176398	0.000768935	0.003802281	0	0.004424779	0.012987013	0	0
NR4A1	2.328233658	0.944281525	1.666666667	0.047619048	0.111111111	0.473099312	2.563629373	0.55513308	0.050847458	0.084070796	0.051948052	0.037735849	0.69047619
NR4A2	6.019471488	3.612903226	3.515151515	0.285714286	0.222222222	4.635561827	4.605536332	4.159695817	0.550847458	0.942477876	0.324675325	0.547169811	2.642857143
NR4A3	1.532684284	0.395894428	0.636363636	0.023809524	0	1.165990475	0.682429835	0.463878327	0.008474576	0.061946903	0.116883117	0.056603774	0.30952381
NR5A1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR5A2	0.019471488	0.014662757	0	0.023809524	0	0.000529194	0.00153787	0.001901141	0	0	0.025974026	0	0
NR6A1	0.003708855	0	0.015151515	0	0	0.00088199	0.001922338	0.001901141	0	0	0	0	0
NRAP	0	0	0	0	0	0	0	0	0	0	0	0	0
NRARP	0.005099675	0	0	0	0	0.002293173	0.004998078	0.003802281	0	0	0	0	0.023809524
NRAS	0.152526657	0.117302053	0.106060606	0.095238095	0.111111111	0.127182925	0.099577086	0.140684411	0.084745763	0.097345133	0.064935065	0.056603774	0.357142857
NRAV	0.010199351	0.002932551	0.015151515	0.023809524	0	0.006350326	0.0153787	0.011406844	0.008474576	0.017699115	0.012987013	0	0.071428571
NRBF2	0.273991655	0.17888563	0.181818182	0.047619048	0.155555556	0.209207973	0.314878893	0.268060837	0.161016949	0.150442478	0.025974026	0.094339623	0.619047619
NRBP1	0.497450162	0.246334311	0.272727273	0.333333333	0.311111111	0.4741577	0.378316032	0.425855513	0.271186441	0.442477876	0.12987013	0.20754717	0.80952381
NRBP2	0.006026889	0.008797654	0.015151515	0	0	0.0086435	0.012687428	0.009505703	0	0.017699115	0	0.037735849	0
NRCAM	0	0	0	0	0	0	0	0.001901141	0	0	0	0	0
NRDC	0.353268428	0.275659824	0.227272727	0.452380952	0.511111111	0.31204798	0.271434064	0.311787072	0.186440678	0.305309735	0.337662338	0.226415094	0.666666667
NRDE2	0.067686602	0.076246334	0.060606061	0.071428571	0.044444444	0.050097019	0.049596309	0.02661597	0.050847458	0.066371681	0.025974026	0	0.119047619
NREP	0.058414465	0.014662757	0.075757576	0.023809524	0.044444444	0.013935438	0.017685506	0.013307985	0	0.022123894	0.012987013	0	0.142857143
NRF1	0.068613815	0.073313783	0.015151515	0.047619048	0.066666667	0.08273064	0.0757401	0.066539924	0.076271186	0.053097345	0.038961039	0	0.166666667
NRG1	0.000927214	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NRG2	0.005099675	0.002932551	0	0	0	0.010583877	0.013456363	0.013307985	0	0.008849558	0	0	0
NRG3	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG4	0	0	0	0	0	0.000352796	0.000768935	0	0	0.004424779	0.012987013	0	0
NRGN	0.006026889	0	0	0	0	0.002998765	0.005382545	0	0	0.004424779	0	0	0.047619048
NRIP1	0.146499768	0.093841642	0.03030303	0.095238095	0.022222222	0.077085906	0.070357555	0.068441065	0.042372881	0.039823009	0.051948052	0.056603774	0.047619048
NRIP2	0	0	0	0	0	0	0	0	0	0	0	0	0
NRIP3	0.018544274	0.002932551	0	0	0	0.010760275	0.013456363	0	0	0	0	0	0.047619048
NRIR	0.001390821	0.002932551	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
NRK	0	0	0	0	0	0	0	0	0	0	0	0	0
NRL	0.013908206	0.014662757	0.015151515	0	0	0.013935438	0.01384083	0.019011407	0.016949153	0.008849558	0	0.018867925	0.023809524
NRM	0.058878071	0.035190616	0.015151515	0.142857143	0.044444444	0.027870877	0.044982699	0.038022814	0.033898305	0.039823009	0.025974026	0	0.714285714
NRN1	0.000463607	0	0	0	0	0	0.000384468	0	0	0	0	0	0
NRN1L	0.000463607	0	0	0	0	0.000529194	0	0	0	0	0	0	0
NRP1	0.002781641	0.002932551	0	0.119047619	0	0.00088199	0.000768935	0	0	0	0	0	0
NRP2	0.001854427	0.002932551	0	0	0	0.000352796	0.000384468	0	0	0	0	0	0
NRROS	0.096430227	0.04398827	0.121212121	0.071428571	0.088888889	0.150114659	0.203383314	0.256653992	0.177966102	0.256637168	0.077922078	0.056603774	0.80952381
NRSN1	0	0	0	0	0	0	0	0	0	0	0	0	0
NRSN2	0.017617061	0.017595308	0	0	0.066666667	0.0086435	0.012687428	0.007604563	0	0.008849558	0.012987013	0.018867925	0.095238095
NRSN2-AS1	0.010199351	0.014662757	0.015151515	0	0	0.005644735	0.00615148	0.009505703	0.008474576	0	0	0	0
NRTN	0	0	0	0	0	0.001587582	0.00153787	0.001901141	0	0	0	0	0
NRXN1	0	0	0.015151515	0	0	0	0	0	0	0	0	0	0
NRXN2	0.000463607	0	0	0	0	0.004409949	0.00768935	0.003802281	0	0	0	0	0
NRXN3	0	0	0	0	0	0	0	0	0	0	0	0	0
NSA2	0.629578118	0.360703812	0.787878788	0.619047619	0.6	0.48191921	0.546712803	0.458174905	0.483050847	0.451327434	0.116883117	0.41509434	1.380952381
NSD1	0.232730644	0.237536657	0.196969697	0.380952381	0.2	0.22155583	0.214917339	0.228136882	0.194915254	0.287610619	0.454545455	0.113207547	0.571428571
NSDHL	0.036161335	0.008797654	0.03030303	0.047619048	0.022222222	0.032810019	0.031141869	0.034220532	0.033898305	0.030973451	0	0.018867925	0.19047619
NSF	0.124710246	0.15542522	0.166666667	0.285714286	0.177777778	0.133004057	0.142637447	0.16730038	0.118644068	0.159292035	0.402597403	0.132075472	0.452380952
NSFL1C	0.196569309	0.123167155	0.151515152	0.142857143	0.133333333	0.167048862	0.184159938	0.171102662	0.194915254	0.17699115	0.090909091	0.113207547	0.571428571
NSG1	0.002318034	0	0	0	0.022222222	0.040218733	0.030372933	0.041825095	0.033898305	0.039823009	0.012987013	0.056603774	0.071428571
NSL1	0.13444599	0.105571848	0.181818182	0.142857143	0.244444444	0.134591639	0.160322953	0.197718631	0.110169492	0.203539823	0.116883117	0.075471698	0.928571429
NSMAF	0.114974502	0.11143695	0.075757576	0.214285714	0.133333333	0.093667313	0.093425606	0.076045627	0.042372881	0.079646018	0.181818182	0.037735849	0.19047619
NSMCE1	0.393602225	0.211143695	0.606060606	0.428571429	0.222222222	0.2069148	0.210303729	0.163498099	0.110169492	0.146017699	0.038961039	0.113207547	0.904761905
NSMCE2	0.097357441	0.08797654	0.090909091	0.142857143	0.066666667	0.087140589	0.099192618	0.079847909	0.050847458	0.079646018	0.077922078	0.056603774	0.380952381
NSMCE3	0.484932777	0.258064516	0.303030303	0.023809524	0.133333333	0.520021168	0.368704344	0.230038023	0.059322034	0.17699115	0.025974026	0.188679245	0.523809524
NSMCE4A	0.127955494	0.123167155	0.090909091	0.214285714	0.088888889	0.102310813	0.116493656	0.144486692	0.101694915	0.137168142	0.038961039	0.056603774	0.523809524
NSMF	0.033843301	0.026392962	0.03030303	0	0.088888889	0.052390192	0.045367166	0.043726236	0.016949153	0.044247788	0.025974026	0.037735849	0.119047619
NSRP1	0.124710246	0.082111437	0.060606061	0.047619048	0.133333333	0.106367966	0.134563629	0.150190114	0.177966102	0.132743363	0.064935065	0.018867925	0.214285714
NSUN2	0.146499768	0.108504399	0.090909091	0.095238095	0.066666667	0.118186629	0.103421761	0.131178707	0.059322034	0.146017699	0.194805195	0.075471698	0.214285714
NSUN3	0.044969866	0.061583578	0.060606061	0.119047619	0.066666667	0.041629917	0.057670127	0.053231939	0.059322034	0.079646018	0.142857143	0	0
NSUN4	0.089012517	0.046920821	0.015151515	0.095238095	0.044444444	0.083436232	0.058054594	0.049429658	0.025423729	0.039823009	0.012987013	0	0.119047619
NSUN5	0.099211868	0.08797654	0.106060606	0.166666667	0.2	0.087493385	0.099961553	0.085551331	0.059322034	0.097345133	0.064935065	0	0.404761905
NSUN6	0.07834956	0.082111437	0.106060606	0.142857143	0.044444444	0.079026283	0.094963476	0.081749049	0.101694915	0.119469027	0.051948052	0.037735849	0.095238095
NSUN7	0.001390821	0	0	0	0	0	0.000384468	0.001901141	0	0	0	0	0
NT5C	0.363931386	0.366568915	0.515151515	0.404761905	0.422222222	0.335156112	0.367550942	0.420152091	0.576271186	0.517699115	0.181818182	0.188679245	1.142857143
NT5C1A	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5C1B	0	0	0	0	0	0.000529194	0	0	0	0	0	0	0
NT5C1B-RDH14	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NT5C2	0.117756143	0.079178886	0.151515152	0.19047619	0.111111111	0.092079732	0.086889658	0.102661597	0.118644068	0.119469027	0.103896104	0.094339623	0.30952381
NT5C3A	0.337505795	0.190615836	0.181818182	0.285714286	0.288888889	0.245369554	0.30142253	0.230038023	0.186440678	0.234513274	0.077922078	0.132075472	0.666666667
NT5C3B	0.038479369	0.049853372	0	0	0.022222222	0.027870877	0.029219531	0.024714829	0.016949153	0.022123894	0.012987013	0	0.119047619
NT5DC1	0.114047288	0.11143695	0.166666667	0.166666667	0.111111111	0.067031222	0.081507113	0.076045627	0.059322034	0.132743363	0.116883117	0.037735849	0.095238095
NT5DC2	0.007881317	0	0.03030303	0	0.022222222	0.001587582	0.001922338	0	0	0	0	0	0.166666667
NT5DC3	0.009735744	0.002932551	0	0	0	0.003704357	0.003460208	0.007604563	0	0	0	0	0
NT5DC4	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5E	0.021789522	0.011730205	0.03030303	0.023809524	0	0.019932969	0.017301038	0.015209125	0	0.008849558	0.025974026	0	0.047619048
NT5M	0.015762633	0.011730205	0.015151515	0	0	0.007232316	0.011149558	0.005703422	0	0	0	0	0.071428571
NTAN1	0.070004636	0.061583578	0.075757576	0.119047619	0.088888889	0.080790263	0.085736255	0.08365019	0.110169492	0.092920354	0	0.018867925	0.476190476
NTF3	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF4	0	0	0	0	0	0	0	0	0	0	0	0	0
NTHL1	0.037088549	0.017595308	0.03030303	0.047619048	0.044444444	0.037219968	0.049211842	0.051330798	0.050847458	0.061946903	0	0	0.142857143
NTM	0	0	0	0.023809524	0	0.000176398	0	0	0	0	0.012987013	0	0
NTMT1	0.183588317	0.085043988	0.03030303	0.142857143	0.044444444	0.142353149	0.134179162	0.119771863	0.101694915	0.110619469	0	0.075471698	0.642857143
NTN1	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NTN3	0	0	0	0	0	0	0	0	0	0	0	0	0
NTN4	0.000463607	0	0	0	0	0.002822367	0.010380623	0.003802281	0	0	0.012987013	0	0
NTN5	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
NTNG1	0	0	0	0	0	0	0	0	0	0	0	0	0
NTNG2	0.000927214	0	0	0	0	0.005644735	0.00461361	0.011406844	0.008474576	0.004424779	0	0	0
NTPCR	0.088085304	0.073313783	0.106060606	0.166666667	0.111111111	0.052919386	0.061130334	0.085551331	0.059322034	0.092920354	0.064935065	0.056603774	0.333333333
NTRK1	0.021325916	0.005865103	0	0	0	0.008290704	0.006920415	0.007604563	0	0	0	0	0
NTRK2	0.001390821	0	0	0.19047619	0	0.000529194	0	0	0	0	0	0	0
NTRK3	0	0	0	0	0	0	0	0	0	0	0	0	0
NTS	0	0	0	0	0	0	0	0	0	0	0	0	0
NTSR1	0.001854427	0.002932551	0	0	0	0	0	0	0	0	0	0	0
NTSR2	0	0	0	0	0	0	0	0	0	0	0	0	0
NUAK1	0.001390821	0.002932551	0	0	0	0.026106897	0.022683583	0.017110266	0.042372881	0.004424779	0.038961039	0.018867925	0.047619048
NUAK2	0.017153454	0.014662757	0.03030303	0.047619048	0.088888889	0.019932969	0.067281815	0.089353612	0.084745763	0.07079646	0.025974026	0.037735849	0.047619048
NUB1	0.30876217	0.211143695	0.439393939	0.380952381	0.422222222	0.313106368	0.31987697	0.30608365	0.254237288	0.353982301	0.207792208	0.169811321	0.523809524
NUBP1	0.082058414	0.055718475	0.090909091	0.047619048	0.133333333	0.068618804	0.102652826	0.087452471	0.06779661	0.101769912	0.025974026	0.018867925	0.261904762
NUBP2	0.177561428	0.164222874	0.136363636	0.19047619	0.155555556	0.156464985	0.176470588	0.192015209	0.194915254	0.194690265	0.025974026	0.20754717	0.69047619
NUBPL	0.033843301	0.023460411	0.090909091	0.023809524	0	0.028047275	0.025759323	0.02851711	0.016949153	0.03539823	0.038961039	0.018867925	0.095238095
NUCB1	0.503013445	0.302052786	0.242424242	0.571428571	0.533333333	0.574704533	0.647058824	0.673003802	0.593220339	0.601769912	0.090909091	0.41509434	1.69047619
NUCB1-AS1	0.000463607	0	0	0	0	0.000529194	0.000768935	0	0	0.004424779	0	0	0
NUCB2	0.613815484	0.401759531	0.5	0.69047619	0.4	0.36038102	0.459438677	0.36121673	0.254237288	0.402654867	0.116883117	0.20754717	4.595238095
NUCKS1	0.608252202	0.469208211	0.818181818	0.738095238	0.644444444	0.50520374	0.568242983	0.655893536	0.601694915	0.730088496	0.298701299	0.377358491	4.880952381
NUDC	0.709782105	0.290322581	0.272727273	0.285714286	0.377777778	0.400423355	0.981161092	0.382129278	0.288135593	0.345132743	0.155844156	0.169811321	2.047619048
NUDCD1	0.044042652	0.055718475	0.045454545	0.119047619	0.044444444	0.032986417	0.048827374	0.045627376	0.050847458	0.039823009	0	0	0.238095238
NUDCD2	0.186833565	0.149560117	0.060606061	0.238095238	0.2	0.135120833	0.172241446	0.211026616	0.211864407	0.207964602	0.038961039	0.094339623	0.833333333
NUDCD3	0.0945758	0.129032258	0.045454545	0.19047619	0.111111111	0.085553008	0.076509035	0.108365019	0.118644068	0.123893805	0.103896104	0.018867925	0.095238095
NUDT1	0.167825684	0.090909091	0.121212121	0.142857143	0.066666667	0.156817781	0.167243368	0.159695817	0.152542373	0.168141593	0.012987013	0.075471698	1.476190476
NUDT10	0.012517385	0.002932551	0.015151515	0	0	0.013406244	0.014609765	0.003802281	0	0.022123894	0	0	0
NUDT11	0.015299026	0	0.045454545	0	0	0.038278356	0.038831219	0.017110266	0	0.017699115	0.012987013	0	0
NUDT12	0.001390821	0	0	0.023809524	0	0.001234786	0.001922338	0.001901141	0	0	0	0	0
NUDT13	0.001390821	0.002932551	0	0	0	0.001058388	0.001153403	0.001901141	0	0.004424779	0.012987013	0	0
NUDT14	0.172461752	0.187683284	0.090909091	0.404761905	0.066666667	0.048862233	0.056901192	0.064638783	0.025423729	0.048672566	0.012987013	0.056603774	0.023809524
NUDT15	0.093648586	0.026392962	0.045454545	0.023809524	0	0.089962956	0.074586697	0.057034221	0.033898305	0.026548673	0	0.018867925	0.285714286
NUDT16	0.07093185	0.038123167	0.090909091	0.071428571	0.044444444	0.03016405	0.049596309	0.032319392	0.050847458	0.039823009	0	0.056603774	0.166666667
NUDT16L1	0.307834956	0.196480938	0.151515152	0.285714286	0.133333333	0.16898924	0.15916955	0.205323194	0.194915254	0.185840708	0.051948052	0.132075472	0.5
NUDT17	0.005563282	0.011730205	0	0	0	0.00776151	0.00922722	0.011406844	0	0.017699115	0	0	0
NUDT18	0.049605934	0.076246334	0.03030303	0.071428571	0.044444444	0.051860998	0.07112649	0.077946768	0.076271186	0.084070796	0.051948052	0.018867925	0.071428571
NUDT19	0.049142327	0.017595308	0.03030303	0.023809524	0	0.026459693	0.013071895	0.020912548	0.033898305	0.026548673	0.025974026	0	0.023809524
