	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
PRSS23	0.294461249	0.338570032	0.032568526	0.03909046	0.036878979	0.031384167	1.154556145	1.308992948	1.192787346	0.93574282	0.336181477	0.883958242	0.872707677
AP000654.4	0	0	0	0	0	0	0	0	0	0	0	0	0.001031508
RP11-736K20.5	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD4	0	0	0	0.00342102	0	0.004185838	0	0	0	0.001601415	0.009244907	0.001707469	0.00214152
RP11-736K20.6	0	0	0	0	0	0	0	0	0	0	0	0.000598836	0.000188582
TMEM135	0.573449676	0.124375448	0.103936805	0.134065888	0.014737114	0.082726088	0.055372177	0.105314607	0.077629924	0.06266765	0.087463897	0.071313385	0.069396082
RP11-720D4.3	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164N3.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164N3.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB38	0.029287375	0.005840828	0.098688092	0.019658235	0.14113981	0.055146292	0	0.010093902	0	0.007435408	0.005367394	0.022376057	0.006351709
CTSC	0.888905964	1.132709439	1.043147707	1.220648248	0.978848616	0.881356225	2.067117751	2.208304956	2.4137028	1.978122147	1.763309854	1.942621902	1.494322477
GRM5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM5	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX4	0	0	0	0	0	0.000111187	0	0	0	0	0	0	0
RP11-643G5.6	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49C	0	0	0	0	0	0	0	0	0	0	0	0	0
UBTFL1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALAD2	0	0	0	0	0	0.000239165	0	0.005367736	0	0.001402114	0	0.000989121	0.000193661
CHORDC1	0.715225148	0.333616793	0.639279888	0.371935071	0.163364751	0.530136557	0.096196152	0.20514898	0.067939953	0.24579753	0.247152664	1.084792167	0.34662423
RP11-699F16.2	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT3	0	0	0	0	0.004118358	0.000266187	0	0	0	0	0	0	0
RP11-203F8.1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTNR1B	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC36A4	0.078197596	0.019630968	0	0.050810957	0.018272872	0.04834632	0.066028599	0.069763678	0.031136149	0.065155836	0.061098744	0.047140516	0.064821342
RP11-755E23.3	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC67	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCO4	0	0.02275392	0.047132653	0.045786321	0.050540473	0.023154196	0.045819792	0.017020658	0.028291861	0.027788593	0.101066594	0.026920379	0.024586134
CEP295	0.1681424	0.101917569	0.027558765	0.055763158	0.035265112	0.033109356	0.063391893	0.049681497	0.028839746	0.046480427	0.102639539	0.035120723	0.029724159
SCARNA9	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1D	1.089932906	0.573327993	0.428404577	0.640238808	0.657936082	0.50642394	0.767459245	0.463057505	0.59664879	0.44203036	0.671135553	0.515310281	0.499112823
C11orf54	0.19275087	0.140419168	0.192520352	0.098496868	0.058610215	0.044262743	0.04328623	0.102630276	0.014670732	0.091067069	0.139724383	0.055183762	0.060118975
MED17	0.240486489	0.116668548	0.05863206	0.174329229	0.046119026	0.122051607	0.073584978	0.130607595	0.05942801	0.093998462	0.057732828	0.094196498	0.101689124
VSTM5	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPHL1	0	0	0	0	0	0	0	0	0	0	0	0	0.000174316
PANX1	0.034966674	0.070471386	0	0.078409078	0.055075953	0.050094302	0.107203317	0.086868487	0	0.065003837	0.013354951	0.082466993	0.072876312
RP11-680H20.2	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO1R	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR83	0	0	0	0	0	0	0	0	0	0	0	0	0
MRE11A	0.471136267	0.149359736	0.087366523	0.182801304	0.137149407	0.095428117	0.162134307	0.117210153	0.101851395	0.105774191	0.214182073	0.084901608	0.100664543
RP11-685N10.1	0	0	0	0.003236787	0	9.17E-05	0	0.003343764	0	0	0	0	0.000532991
ANKRD49	0.399447956	0.2089049	0.260436891	0.189973041	0.140773953	0.101264468	0.156388221	0.16543252	0.260586295	0.11467383	0.116649674	0.089034783	0.099926977
C11orf97	0	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL4	0	0	0	0	0	0.001060628	0	0	0	0	0	0.000628673	0.000446474
FUT4	0.018630213	0	0	0.004609679	0.014309408	0.010054422	0.006708923	0.007784649	0	0.014342043	0.031613696	0.008199616	0.014187558
RP11-867G2.8	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-867G2.5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-867G2.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AMOTL1	0.044899424	0	0	0.006086015	0.018855473	0.020081558	0	0.017710777	0	0.002996434	0.009390372	0.009904208	0.009923642
RP11-856F16.2	0	0	0	0	0	0	0	0	0	0.001352375	0	0	0.000133848
CWC15	0.206488903	0.26100717	0.293693795	0.223056736	0.200253649	0.199715367	0.308174911	0.340543501	0.099676964	0.253005067	0.25311955	0.220094308	0.193683409
KDM4D	0	0.018214196	0.022276379	0	0	0.000353803	0	0.007110886	0	0	0	0.001350216	0
KDM4E	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF8	0.1957272	0.176547409	0.270663366	0.292185034	0.275976292	0.191499177	0.237087594	0.248184549	0.453501925	0.230369437	0.075860859	0.196041557	0.200977812
ENDOD1	0.249609252	0.086552668	0.017612331	0.080831096	0.042854009	0.073186961	0.070596748	0.046647254	0.146285692	0.068579289	0.046000886	0.055757439	0.073777617
RP11-712B9.2	0.040349859	0.083973915	0.022566643	0.025880941	0.015574218	0.019549051	0	0.023047441	0.034143446	0.014628114	0.020750502	0.020946327	0.011718692
SESN3	0.354574606	0	0.033545705	0.077596154	0.019987151	0.056797726	0.030527956	0.01337973	0.109148657	0.015318919	0.03721114	0.038608924	0.03739575
RP11-338H14.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-644L4.1	0	0	0	0	0	0	0	0	0	0	0	0.000392907	0
FAM76B	0.154733975	0.139262363	0.05792318	0.089853023	0.128753924	0.073466498	0.098366488	0.051136499	0	0.072297912	0.15629349	0.081770614	0.08908449
CEP57	0.440128831	0.321349484	0.363468174	0.302921382	0.388724519	0.271580434	0.189394607	0.268049832	0.226057477	0.250734263	0.357578287	0.227583299	0.270179732
MTMR2	0.114130983	0	0.078398143	0.049741732	0.057433523	0.07104029	0.090696456	0.117425887	0.057497684	0.092086594	0.117614161	0.074483332	0.072941154
MAML2	0.695185834	0.117366891	0.478250305	0.209509195	0.188823978	0.155912652	0.089397106	0.135903573	0	0.077842202	0.036190763	0.076157377	0.062221741
CCDC82	0.135201592	0.099271676	0.197188156	0.109926933	0.219367029	0.114061522	0.027682801	0.20710847	0.06694286	0.182785619	0.074182938	0.163549975	0.144559515
JRKL	0.022996531	0.014910011	0	0.020442346	0	0.005125576	0.02507199	0.008052301	0	0.008223065	0.013674934	0.009131628	0.005919007
CNTN5	0	0	0	0	0	0.000806972	0	0	0	0	0	0	0
CTD-2383M3.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42	0	0	0	0.002374775	0	0.000921635	0	0.00350738	0	0.002578936	0.007409265	0.001916042	0.003292268
TMEM133	0	0	0	0	0	0.000230232	0	0	0	0	0	0	0.000113647
PGR	0	0	0	0	0	0.000695986	0	0	0	0	0	0	0
TRPC6	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP126	0.348761598	0.054739344	0.044346406	0.058173014	0.008356728	0.018927772	0.058078938	0.089745462	0	0.045152154	0.021489391	0.047482124	0.037849462
C11orf70	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-732A21.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-732A21.3	0	0	0	0	0	0	0	0	0	0	0	0	0
YAP1	0	0	0	0	0	0	0	0	0	0.002549203	0	0.000333627	0.000272416
RP11-864G5.3	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC3	0.609248292	0.052375538	0.372251068	0.456896524	0.39636514	0.591889456	0.088183657	0.058926726	0.112747075	0.173848396	0.048852891	0.348350925	0.29092395
BIRC2	0.836277076	0.201393269	0.240042451	0.33633547	0.253435173	0.4295595	0.191123414	0.167013397	0.250247236	0.2432251	0.207150099	0.2777068	0.331460436
TMEM123	0.528420538	0.191583298	1.018207873	0.220100102	1.342211585	0.321147194	0.188902743	0.238463981	0.317962314	0.219427517	0.288755376	0.187605691	0.222249408
RP11-315O6.1	0	0	0	0	0	0.00267144	0	0	0	0.002491224	0	0.000303071	0.000266977
MMP7	0	0	0	0.00502487	0	0.001960356	0	0	0	0	0	0.000880097	0.0001645
MMP20	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-817J15.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-817J15.3	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP27	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP8	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP10	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP1	0	0	0	0	0	0.000305912	0	0	0	0	0	0	0.000198478
MMP3	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP12	0	0	0	0	0	0.000669553	0	0	0	0	0	0	0.000374896
MMP13	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D5	0.175786793	0.097372952	0.126074514	0.09916181	0.124581062	0.136710727	0.143671862	0.115120881	0.327445365	0.119268009	0.183143055	0.177510837	0.116351912
DYNC2H1	0.133886639	0	0.138251425	0.029238032	0.031594915	0.01208176	0.021771476	0.024782565	0	0.014491761	0.024178988	0.009150731	0.01224402
RP11-563P16.1	0	0	0	0	0	0	0	0	0	0	0	0.000229967	0
PDGFD	0.502705326	0.182020547	0.045779567	0.233816134	0.075711004	0.137998109	0.256550765	0.342176065	0.19020547	0.253832085	0.026879187	0.221173032	0.220623595
RP11-617B3.2	0	0	0	0	0	0	0	0	0	0	0	0.000408903	0
DDI1	0	0	0	0	0	0	0	0	0	0	0	0	0.00031595
RP11-886D15.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP4	0.616980111	0.812596316	0.661370328	0.554885367	0.458586142	0.483473001	0.591612371	0.583339742	0.496525308	0.53625817	0.320678124	0.608150908	0.518122108
CASP5	0	0	0	0	0	0.000171538	0	0.003675445	0	0	0	0.000174039	0
CASP1	0.381252087	0.33618906	0.240004714	0.196073692	0.117963238	0.165178708	0.546007406	0.386954751	0.42432817	0.389130597	0.269647127	0.386529857	0.278398201
CARD16	0.168918243	0.701440887	0.440462577	0.496097541	0.178258885	0.516692845	1.292309746	1.033262309	0.981438431	0.856655924	0.627679313	1.177865837	0.863813876
CARD17	0	0	0	0.007515147	0	0.003953892	0	0	0	0	0	0	0.000190504
CARD18	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-94P11.4	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA4	0	0	0	0	0	0	0	0	0	0	0	0	0
MSANTD4	0.235975204	0.031780085	0.019826227	0.043407845	0.020583	0.030465041	0.021361669	0.059844236	0.107629316	0.018502996	0.052325654	0.041475144	0.024457159
KBTBD3	0	0.079641877	0.069604616	0.054037192	0.046361225	0.044407689	0.022027896	0.032142904	0	0.059918189	0.030615611	0.04663241	0.047989063
AASDHPPT	0.292057842	0.296198687	0.233331168	0.190012597	0.297143077	0.199559423	0.18366071	0.230050733	0.231342329	0.218963504	0.548757035	0.180204969	0.179521342
RP11-677I18.3	0	0	0	0	0	0	0	0	0	0	0	0.001119486	0.000127386
GUCY1A2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-819C21.1	0.022120171	0	0	0.011140739	0	0.002507317	0.0181622	0.003570706	0	0.004608302	0	0.001874398	0.004996308
CWF19L2	0.547812929	0.197939315	0.257864839	0.203514193	0.160973013	0.133201375	0.037119572	0.18807448	0.142785445	0.141373318	0.141244914	0.120899967	0.11449787
ALKBH8	0.066420275	0.036938798	0.031921157	0.03130579	0.027168298	0.018857104	0.039629401	0.030949732	0.033330506	0.022106386	0.008768026	0.021643148	0.01614225
ELMOD1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLN	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F2	0.075992906	0	0	0.030759862	0	0.018447447	0	0.010030546	0	0.0119307	0	0.002954196	0.005915097
RAB39A	0	0	0	0	0	0	0	0	0	0	0	0.00186068	0.000187663
CUL5	0.566528895	0.168820795	0.252778726	0.183142714	0.173872921	0.153629504	0.112845867	0.193285636	0.07637896	0.157617037	0.137691029	0.146893888	0.150593759
RP11-144G7.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAT1	0.12116236	0.073202021	0.028418868	0.028342856	0.027901482	0.048715691	0.085047981	0.044639119	0.088528921	0.070824161	0.135456446	0.071972392	0.05501924
NPAT	0.44676813	0.184863998	0.166200822	0.205227656	0.049106574	0.112258828	0.218037106	0.189531553	0.025847143	0.122445481	0.099702252	0.190277704	0.174092332
ATM	2.329971005	0.677783369	1.204340227	0.684619375	0.437876446	0.34303933	0.612947875	0.961804885	0.818991332	0.64225163	0.203113902	0.584963889	0.544804563
C11orf65	0	0	0	0.003009362	0	0.001408555	0	0	0	0.00366382	0	0.003477825	0.002714219
KDELC2	0.070522627	0.076440342	0.057613488	0.047732515	0.044579728	0.026684416	0.011432004	0.067135109	0.013816436	0.031327962	0.08847235	0.036268542	0.037007112
EXPH5	0.084484564	0.008996775	0	0.005221655	0	0.005008026	0.014467562	0.008924177	0.060653435	0.002071258	0	0.011815499	0.004505026
DDX10	0.031324923	0.1690169	0.156343164	0.094494633	0.010551409	0.070651615	0.124520181	0.060087027	0	0.050443459	0.111014209	0.063610645	0.056868752
RP11-25I9.3	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf87	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H12C	0	0	0	0.001946474	0	0.004765728	0	0	0	0	0	0.000284568	0.000536722
RDX	0.166147695	0.143181606	0.051961007	0.110448681	0.096666236	0.097614051	0.112934102	0.074434755	0.111491965	0.090067206	0.238556113	0.066320496	0.057705493
RP11-347E10.1	0	0	0	0	0	0	0	0	0	0	0	0	0
FDX1	0.157780924	0.13996949	0.331324072	0.245456342	0.176820577	0.387644106	0.208996521	0.249889372	0.353292935	0.238193988	0.560671925	0.283387669	0.294474042
ARHGAP20	0	0	0	0.009441185	0	0.001014546	0	0	0	0	0	0	0.000200178
RP11-89C3.3	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-89C3.4	0	0	0	0	0	0	0	0	0	0	0	0	0.000163309
C11orf53	0	0	0	0	0	0	0	0	0	0	0	0	0
COLCA1	0	0	0	0	0	0	0	0	0	0	0	0.000259791	0
COLCA2	0	0	0	0	0	0.000111187	0	0	0	0	0	0	0
POU2AF1	0	0	0	0	0.014737114	0.004498425	0.013044818	0	0	0.000993189	0	0.00058067	0.001218158
BTG4	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-794P6.6	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf88	0	0	0	0	0	0	0	0	0	0	0	0	0
LAYN	0	0.016903312	0.067150672	0.05831288	0	0.10341242	0.009141614	0.018971861	0.068891795	0.00644189	0.046035012	0.039338052	0.036608445
SIK2	0.266648918	0.085162658	0.035587917	0.135807398	0.072913527	0.170747549	0.071294815	0.057237424	0.076446275	0.052640579	0.052007154	0.10194636	0.132962556
PPP2R1B	0.297754494	0.032622656	0.101020584	0.04113562	0.018840033	0.057786817	0.044258669	0.048969082	0	0.05207244	0.118698165	0.038648349	0.045837853
RP11-108O10.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG9	0.022120171	0.018214196	0.032568526	0.042201631	0	0.035370297	0.008528653	0.06040844	0.014670732	0.030510571	0.069635858	0.031564552	0.035822216
RP11-108O10.8	0	0	0	0	0	0	0	0	0	0	0	0	0
FDXACB1	0	0	0	0.002681499	0	0.003431196	0.012875673	0.00342469	0	0.002961745	0	0.003705722	0.004095043
C11orf1	0.023375901	0.014910011	0.084596926	0.02708833	0.073476219	0.053385624	0.029101583	0.053856015	0.023807505	0.043727261	0.023612059	0.038318305	0.036159302
CRYAB	0	0	0	0.013666888	0	0.008245788	0	0	0	0.011416325	0.017438468	0.005628175	0.003401652
HSPB2	0	0	0	0	0	0.000111187	0	0	0	0	0	0	0.000124383
HSPB2-C11orf52	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf52	0	0	0	0	0	0	0	0	0	0	0	0	0.00010086
DIXDC1	0	0	0	0	0	0.002114396	0	0.00626509	0	0.001744406	0.013674934	0.002922745	0.001062039
DLAT	0.199145914	0.037150722	0.009121743	0.058905949	0.032635901	0.049294661	0.03257825	0.042758539	0.018105035	0.027977818	0.03063113	0.028928758	0.034728399
PIH1D2	0	0	0	0	0.011707426	0.000338217	0	0	0	0.00179502	0	0.001669324	0.000979459
C11orf57	0.032818619	0.151039678	0.089544671	0.062181451	0.088738747	0.080561007	0.080956698	0.106740494	0.113809103	0.090068951	0.16989295	0.072608731	0.067999403
TIMM8B	0.167512805	0.14019604	0.32027464	0.173773111	0.114518047	0.201060945	0.217203512	0.245695901	0.277452624	0.178223258	0.271696925	0.195090458	0.187517497
SDHD	0.226146322	0.40194006	0.251352882	0.356291018	0.350841331	0.305662472	0.364511976	0.36723565	0.360441065	0.43926128	0.458089592	0.396936377	0.367974638
AP002884.2	0	0	0	0	0	0	0	0	0	0	0	0	0.000184281
IL18	0.151113148	0.102516291	0.284348657	0.118450197	0.323527891	0.114527081	0	0.084738122	0.032525122	0.077741705	0	0.107849844	0.065767133
RP11-356J5.4	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX12	0	0	0	0	0	0	0	0	0	0	0	0.000611339	0.00030265
BCO2	0.438978385	0.0407501	0.149947969	0.243135268	0.058640096	0.197142922	0	0.010059052	0	0.014281687	0.01176423	0.058682929	0.015369125
PTS	0.268407749	0.13792408	0.052619795	0.116008373	0.167631144	0.126953856	0.115527696	0.166685679	0.093330402	0.132679655	0.267725102	0.152457148	0.154516538
PLET1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-356J5.13	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-356J5.12	0.036061177	0	0	0	0	0.00179132	0.006708923	0	0.064451256	0.001619806	0	0.001867624	0.000333541
RP11-65M17.3	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-65M17.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-629G13.1	0	0	0.033545705	0.008830204	0	0.006649853	0	0.012471307	0	0.012300583	0.013125477	0.00176011	0.002955164
NCAM1	2.158269492	0.550863471	1.329932322	1.218295184	0.687211341	0.668410414	0.3887942	0.450757647	0.551639202	0.30225181	0.294572136	0.309597678	0.337593192
NCAM1-AS1	0	0	0.017288284	0.012867792	0	0.006291398	0	0	0	0.00412374	0	0.004379968	0.006018924
RP11-839D17.3	0	0	0	0	0	0.000435071	0	0	0	0	0	0.000161505	0
TTC12	0.056480342	0	0.018114406	0.032699047	0.011850591	0.013263224	0.008950712	0.031278442	0.046493403	0.026911795	0	0.011305694	0.01180353
ANKK1	0	0	0	0	0	0	0	0	0	0.001401278	0	0	0
RP11-159N11.3	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS5	0	0	0	0	0	0	0	0	0	0	0	0	0
ZW10	0.130001547	0.046999688	0.089575164	0.029530292	0.011850591	0.033671312	0	0.041211081	0.033410054	0.038820925	0.029269884	0.030201905	0.030786436
RP11-667M19.2	0	0	0	0	0	0.000614476	0	0	0	0	0	0	0
USP28	0.614695939	0.115994846	0.189202753	0.279121238	0.201175576	0.127459777	0.353312394	0.357825718	0.310972412	0.271019337	0.310492607	0.232260981	0.21072477
HTR3B	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR3A	0	0	0	0	0	0	0	0	0	0	0	0	0.000251685
ZBTB16	0.380671922	0.329523585	0.067150672	0.34583572	0.281784022	0.387294588	0.196964075	0.395134469	0.123398661	0.383884475	0.172174323	0.346358248	0.428820081
NNMT	0	0	0	0	0	0.000672844	0	0.008203167	0	0.002790912	0	0.002352218	0.001215628
RP11-64D24.4	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf71	0.113687496	0.032391926	0	0.046257078	0.043849833	0.021565701	0.036057895	0.049666521	0.079652849	0.055968876	0.037850456	0.035754049	0.020680552
RBM7	0.059127197	0.027800939	0.137113988	0.108338393	0.071163292	0.118467419	0.109548807	0.109870703	0.06016661	0.202066256	0.096866761	0.13169797	0.124969478
RP11-212D19.4	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO2	0.184389171	0.10845498	0.137779479	0.106952734	0.264749653	0.142449113	0.147733924	0.189332665	0.149205253	0.157863105	0.147391202	0.155939133	0.136773423
NXPE1	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPE4	0	0	0	0	0	0.002880797	0	0	0	0	0	0	0
NXPE2	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM1	0.101005998	0.067544001	0	0.044050273	0	0.020752254	0.062423898	0.033663178	0	0.031413776	0.039068712	0.028275272	0.046678382
AP000462.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000462.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-136I14.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000797.3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00900	0	0	0	0.002738193	0	0.000313381	0	0	0	0	0	0.000903862	0.000269328
AP000797.4	0	0	0	0	0	0	0	0	0	0	0	0	0
BUD13	0.131875722	0.022499305	0.038367688	0.034608668	0.068126626	0.065303093	0.054639455	0.106327297	0.188591524	0.092242212	0.068059641	0.061984631	0.065965273
AP006216.10	0	0	0	0	0	0	0	0	0	0	0	0	0.000202783
ZPR1	0.166978605	0.078482767	0.120007938	0.10922757	0.155860067	0.212860691	0.105507415	0.128729013	0.199433293	0.154706209	0.093808831	0.188915398	0.224702495
APOA5	0	0	0	0	0	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0	0	0	0	0.00037892	0
APOA1	0.022120171	0	0	0.009232948	0	0.006041143	0.018682741	0.017290813	0	0.003696289	0	0.007048309	0.004425323
APOA1-AS	0	0	0	0	0	0.00026999	0	0	0	0	0	0	0
SIK3	0.217197301	0.111559939	0.18611664	0.139152694	0.208062565	0.19668793	0.066224652	0.051449549	0.088618076	0.058998808	0.03341048	0.079118268	0.093328639
AP000936.4	0	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH1B2	0.090491413	0.070108796	0.100916051	0.134779269	0.044935212	0.074920149	0.045083981	0.07121782	0.075699951	0.085312217	0.018681798	0.086285492	0.093007564
SIDT2	0.156313709	0.031530281	0.112201647	0.033190781	0.008612834	0.032831718	0.050164223	0.040892908	0	0.044575165	0.041488858	0.025561511	0.03237278
TAGLN	0	0	0	0.018596312	0	0.001985615	0	0	0	0	0	0.002784119	0.002321625
PCSK7	0.787634989	0.498198827	0.323751179	0.343668444	0.267677458	0.223655294	0.436144516	0.359139281	0.475993734	0.352277756	0.149605498	0.268464695	0.276582502
RNF214	0.10917398	0.067737801	0.103507011	0.065743598	0.004118358	0.046659079	0.047705964	0.060232704	0.032479844	0.067136462	0.124225986	0.047372682	0.037095203
BACE1	0	0	0	0	0	0.001868801	0	0	0	0	0	0.000280097	0.000502423
BACE1-AS	0	0	0	0	0	0	0	0	0	0.001864789	0	0.000298255	0.00086561
CEP164	0.100521171	0.207754879	0.078320076	0.080518423	0.023034841	0.052732715	0.037567812	0.06962439	0.076584673	0.055830421	0.070921682	0.051921576	0.051293065
AP000892.4	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAML1	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD2	0.037668282	0	0.074559561	0.004927012	0.075917838	0.016874475	0.019410902	0.006797412	0	0.003708665	0.007314164	0.028828515	0.014200164
RP11-728F11.3	0	0	0	0	0	0.000380832	0	0	0	0	0	0	0
FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-728F11.4	0	0	0	0	0	0	0	0	0	0	0	0.00090595	0
FXYD6	0.050237468	0	0.01414798	0	0	0	0	0	0	0	0	0.000370937	0.000163923
TMPRSS13	0	0	0	0	0	0.000259324	0	0	0	0.001561354	0.012320525	0	0.000402666
IL10RA	1.937177418	0.555640049	0.62212014	0.599959717	0.674776821	0.582735452	0.489725095	0.691272305	0.407141374	0.735784897	0.280972653	0.596997856	0.525688257
TMPRSS4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002962.1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS4	0	0	0	0	0	0.00071114	0	0	0	0	0	0	0
SCN4B	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN2B	0	0	0	0	0	0	0	0	0	0	0	0	0
JAML	0.084484564	0.064884006	0	0.030411325	0.021179623	0.033114319	0	0.006555326	0.014670732	0.002751431	0.022298988	0.007728817	0.00664978
MPZL3	0.08794889	0	0.160738211	0.152953929	0.076516691	0.162453594	0.035693919	0.048423338	0.039589402	0.037175696	0.02965943	0.108259414	0.033310494
MPZL2	0.023375901	0	0.040469137	0.012442756	0.011850591	0.003231181	0.00507474	0	0	0	0	0.002663388	0
CD3E	0	0	0	0	0	0	0	0	0	0	0	0	0
CD3D	0	0	0	0	0	0	0	0	0	0	0	0	0
CD3G	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE4A	0.569642343	0.208038001	0.207145989	0.290255553	0.319761197	0.166342783	0.201465456	0.156355465	0.113775216	0.165493737	0.07497381	0.170498514	0.184372922
RP11-770J1.5	0	0	0	0.004091329	0	0.001003323	0	0	0	0.003126057	0	0.002014792	0.001676085
ATP5L	0.219430294	2.115398453	1.704946351	1.649216693	2.448060364	1.934145599	2.536582504	1.953326811	2.484345477	1.823259952	3.219882859	1.665479761	1.958763748
RP11-770J1.4	0	0	0	0	0	0.000722558	0	0	0	0	0	0	0
KMT2A	0.587455307	0.433392448	0.227953247	0.32467252	0.199846519	0.177999736	0.176562346	0.187051003	0.205928955	0.167252762	0.183900948	0.140772498	0.176399368
RP11-770J1.3	0	0	0	0	0	0	0	0	0	0	0	0.001510038	0
TTC36	0	0	0	0	0	0.001168476	0	0	0	0	0	0.000546501	0.000234882
TMEM25	0.052336586	0	0.025380989	0.020779282	0	0.020440676	0.012107852	0.014550268	0	0.021357356	0.015345004	0.024266113	0.016075574
IFT46	0	0.030307887	0.045110236	0.028658479	0.020247606	0.015775526	0.015570204	0.032353631	0.047146942	0.03047964	0.011315567	0.028856107	0.015229078
ARCN1	0.360719565	0.112737667	0.265991081	0.185334005	0.131883836	0.187371003	0.172193873	0.170959003	0.141264546	0.167162512	0.1042277	0.196664896	0.195120616
