	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
KLRG1	0.010374312	0.002981987	0.013940628	0.008915301	0.006764519	0.004832387	0.009700446	0.004730454	0.004685675
A2M.AS1	0.004534935	0.003932385	0.004528357	0.002448808	0.003023796	0.00071844	0.005761477	0.00084885	0.002353142
A2M	1.075118552	0.474484113	1.213471562	1.106123281	0.333298326	0.131256442	1.059632281	0.021803823	0.346890898
PZP	0.000154567	0.000973042	0.000511446	0.000376646	0	0	0	0	0
LINC00987	0.013939902	0.005519007	0.011154305	0.020569172	0.011105209	0.007468931	0.016256931	0.000705487	0.000879735
KLRB1	0.003347464	0.000852485	0.000831649	0.002481656	0.00553492	0.001941933	0.003247387	0.002369077	0.002250383
CLEC2D	0.032407014	0.013416769	0.015515958	0.018799536	0.031793479	0.023171961	0.041261711	0.01249838	0.023054246
CLECL1	0.071226564	0.036763048	0.113336981	0.087472716	0.087446345	0.068080969	0.055325194	0.013812484	0.018647299
CD69	0.195589237	0.212841933	0.205265213	0.360720258	0.506594457	0.206887095	0.199645511	0.115438514	0.103048027
KLRF1	0.001320094	0	0	0.001350095	0.001373062	0	0.004424583	0.001288683	0.00016352
CLEC2B	0.677424981	0.437958708	0.618080317	0.642523698	0.691302841	0.551872801	0.676056548	0.358615561	0.580482031
RP11.290C10.1	0.006078168	0.001144977	0.001866919	0.00584779	0.002860753	0.000827326	0.01728369	0.00075539	0.000615018
AC091814.2	0.019321701	0.001529525	0.005172193	0.008462203	0.046549325	0.016804392	0.01771335	0.015129138	0.016099161
AC091814.3	0.00443636	0.011455654	0.001296717	0.01297276	0.015190753	0.003713666	0.00468767	0.005563155	0.006408498
CLEC12A	0.132144069	0.250182363	0.20124731	0.22541281	0.179373222	0.249359498	0.1094095	0.390704112	0.155657199
CLEC12B	0.002163058	0.003801641	0.001250426	0.00084019	0.001024059	0.006583434	0.00330308	0.005006596	0.001317816
CLEC9A	0.091386502	0.018443821	0.158360054	0.34131216	0.218029081	0.037804631	0.20306073	0.001188971	0.00148374
CLEC1A	0.01586915	0.003717662	0.007996319	0.010007705	0.008830652	0.006852476	0.018487759	0.003312678	0.007633215
CLEC7A	0.802030597	0.579309077	0.567870455	0.790852264	0.858841775	0.803915426	0.813609873	0.760097419	0.675219471
OLR1	0.647816075	1.778749625	0.912007479	1.238701237	1.747109426	0.811082312	0.481218846	1.276508048	1.4508478
TMEM52B	0.049727143	0.082790111	0.049222748	0.062985976	0.147981191	0.04376733	0.021245295	0.063311954	0.079390879
GABARAPL1	0.307640574	0.641798832	0.380382852	0.392551345	0.463470574	0.392338204	0.395624773	0.701255083	0.665173108
KLRD1	0.00278912	0.001662388	0.000465323	0.001472989	0.001466543	0.002138921	0.00281625	0.002681241	0.003304479
EIF2S3L	0.000367675	0.000803618	0.001997254	0.000830785	0.001039383	0	0.001840861	0.000720616	0
RP11.291B21.2	0.000959411	0	0.001423599	0.000193273	0.000306504	0	0.000112919	0.001029073	0
MAGOHB	0.07638687	0.058829231	0.069123112	0.053889436	0.057307343	0.092171534	0.064952634	0.040719913	0.061631896
YBX3	0.590619794	1.045391544	0.783436267	0.924267781	0.71559621	1.107963487	0.832046646	1.180933579	0.663217587
PRR4	0.047467527	0.019710111	0.037708533	0.033418913	0.031649473	0.031542516	0.051011819	0.017291126	0.033014625
TAS2R14	0.001200831	0.000290138	0.000597107	0.000987777	0.003504104	0	0.001947633	0.00063985	0.000866237
SMIM10L1	0.129993286	0.099887604	0.122234318	0.094889854	0.086016459	0.090832018	0.105027069	0.070620024	0.135275561
LINC01252	0.000910483	0.001063708	0.000743096	0.001325466	0.000464067	0.000704718	0.002030664	0.000185641	0.000893945
ETV6	0.327396027	0.360552515	0.322833844	0.311653392	0.447207266	0.532489848	0.31821966	0.466986209	0.261938343
BCL2L14	0.004695014	0.009349294	0.003308145	0.01713043	0.026801167	0.105482021	0.003255336	0.001769069	0.002247592
LRP6	0.001617898	0.003196882	0.002540301	0.00566856	0.001506719	0.000732578	0.006992533	0.000318375	0.0005663
MANSC1	0.00090329	0.00181622	0.001084982	0.00091689	0.001892464	0	0.004720251	0.002259467	0.000501228
LOH12CR2	0.007387924	0.004252752	0.003057163	0.00340916	0.002559534	0.003141381	0.005131149	0.003571013	0.003494569
BORCS5	0.105281879	0.168109457	0.148230782	0.123946174	0.148221947	0.101661711	0.119063417	0.156868929	0.094799002
DUSP16	0.048027243	0.041135914	0.04582747	0.052311689	0.039637332	0.02790027	0.052526412	0.061979625	0.057785957
CREBL2	0.368609024	0.233893157	0.337040974	0.354018342	0.204543602	0.286297084	0.351298025	0.124012308	0.228006697
CDKN1B	0.163697224	0.128307794	0.148656137	0.144049965	0.14572201	0.14364669	0.212906398	0.213849866	0.122410134
APOLD1	0.007909764	0.003408972	0.004975576	0.004234782	0.008265328	0.003066306	0.006749971	0.004890736	0.005289422
DDX47	0.032739219	0.026911696	0.033099729	0.032916031	0.033582175	0.028431437	0.032615453	0.011106989	0.027397652
GPRC5A	0.009568055	0.011528162	0.00739803	0.012940518	0.033117423	0.01805895	0.01944092	0.069282572	0.027803833
HEBP1	0.327104717	0.274207211	0.298607436	0.287869132	0.233222971	0.21093905	0.278512775	0.230165972	0.293506198
FAM234B	0.006487247	0.004950908	0.00521562	0.00250384	0.007577232	0.005664985	0.008650561	0.007243786	0.010187321
EMP1	0.084457823	0.024601371	0.025887952	0.018690542	0.17009097	0.163030376	0.439866989	0.314556622	0.322371446
ATF7IP	0.147407002	0.084020628	0.108888586	0.12815183	0.13589907	0.086671704	0.182279593	0.04524304	0.075418552
PLBD1	0.404735652	0.570261475	0.487738566	0.45657526	0.462893413	0.410894559	0.270464614	0.601154349	0.351292897
PLBD1.AS1	0.003143593	0.001770317	0.001840629	0.000499732	0.004165629	0.002416069	0.002627505	0.001534984	0.001234808
HIST4H4	0.007782771	0.008260179	0.006696139	0.01388981	0.007411633	0.003063638	0.009931712	0.003440292	0.005107643
H2AFJ	0.5051902	0.363202961	0.429186575	0.289652252	0.44212973	0.423399339	0.312200318	0.465170088	0.563526172
WBP11	0.168949726	0.148120251	0.168613173	0.15185412	0.167127213	0.171881958	0.170040175	0.130410869	0.212890087
C12orf60	0.004614356	0.003503406	0.002461247	0.002463164	0.000860331	0	0.003483988	0.001698996	0.003669733
MGP	0.01592411	0.006815465	0.008968945	0.022309487	0.004374887	0.002549892	0.168488665	0.00306307	0.004185831
ERP27	0.006769471	0.001206093	0.001185587	0.001245758	0.000818638	0.001446101	0.002419138	0.002665042	0.002241902
ARHGDIB	1.786024419	1.748324896	1.80909188	1.6213382	1.586807927	1.531440819	1.414118147	1.614735923	1.353702116
PDE6H	0.001225329	0.001624031	0.001144856	0.001606308	0.004516704	0.002686701	0.001134039	0.005689786	0.008536376
RERG	0.000234586	0	0.000563331	0.001848341	0	0	0.002496454	0	0
PTPRO	0.070910007	0.033395298	0.075127467	0.043447806	0.044134885	0.023239915	0.048872463	0.008623742	0.034679335
EPS8	0.161155012	0.069319233	0.144522222	0.21496872	0.144646134	0.039487373	0.321532782	0.030528313	0.079619681
STRAP	0.300853782	0.379606417	0.375819584	0.349780961	0.367870552	0.360779655	0.313519547	0.416382673	0.368463176
DERA	0.194586288	0.177903775	0.188939916	0.200362457	0.150499562	0.133812371	0.218120929	0.103332097	0.144524612
MGST1	0.026188233	0.072564307	0.038349549	0.017875919	0.040051958	0.078726542	0.020796792	0.265475328	0.210114342
PLEKHA5	0.036239339	0.023514419	0.033741633	0.041323271	0.038150943	0.017587898	0.041188008	0.013835728	0.014046821
AEBP2	0.040962145	0.054522469	0.045564999	0.050630577	0.038245599	0.052308914	0.065790228	0.052187964	0.036666023
PDE3A	0.002342558	0.00041221	0.000200664	0.00511909	0.002283152	0	0.008316739	0	0.000910494
PYROXD1	0.052861568	0.031264523	0.034527548	0.033889751	0.051106756	0.066041555	0.055810433	0.053012509	0.059273623
RECQL	0.149870522	0.1601381	0.163492388	0.168526059	0.158858621	0.181631581	0.166621203	0.150659779	0.119999942
GOLT1B	0.130751372	0.094582944	0.135180431	0.106826113	0.119775261	0.150098315	0.117738216	0.120170977	0.151505731
LDHB	0.561220976	0.696751203	0.782410734	0.724677314	0.431401195	0.364975159	0.436166007	0.455219992	0.35068137
CMAS	0.073943488	0.058749836	0.081255807	0.051627376	0.078273365	0.087437509	0.069279812	0.054703317	0.093782065
ST8SIA1	0.000348992	0	0	0	0	0	0	0.00010954	0
C2CD5	0.067805514	0.047222653	0.038814728	0.053352068	0.047574452	0.047370068	0.099415914	0.046427148	0.051130444
RP11.268P4.4	0.002270053	0.0004084	0.002925791	0.001335466	0.001230617	0	0.001638609	0	0.000657038
ETNK1	0.2202368	0.174471687	0.192397211	0.222131996	0.220563088	0.208918834	0.253235567	0.188133528	0.199057209
SOX5	0.001193043	0	0.000224823	0.002168495	0.003191102	0	0.008132814	0.0001731	0
RP11.444D3.1	0.002487663	0	0.000354567	0.0017001	0.012642297	0.001403022	0.010857332	0.000596786	0.000308857
BCAT1	0.309711689	0.308861407	0.227354485	0.218187729	0.426552058	0.286060322	0.420426673	0.309286259	0.479508447
RP11.662I13.2	0.000918749	0.000301176	0.001343736	0.001831612	0.020257345	0.005496224	0.000363827	0.001815222	0.006816129
LRMP	0.095177606	0.037377813	0.069805749	0.085964036	0.042610319	0.039920003	0.105609988	0.035964887	0.028921979
LYRM5	0.119684837	0.069056626	0.094978901	0.119025323	0.080392668	0.07068152	0.108679848	0.047497116	0.096008609
KRAS	0.238129596	0.247362971	0.259905064	0.220678237	0.285021977	0.28755197	0.254543936	0.288498514	0.288900147
RP11.707G18.1	0.063090517	0.038799317	0.027207139	0.106801072	0.096816015	0.03549903	0.170118704	0.078544566	0.057752392
RASSF8.AS1	0.017302076	0.007941052	0.022871485	0.027967291	0.024516688	0.005841703	0.013159616	0.002814169	0.005690501
RASSF8	0.008077385	0.001722699	0.005797138	0.006005746	0.012781285	0.002230384	0.008398778	0.002115322	0.003513602
BHLHE41	0.143166143	0.045150988	0.141002861	0.190916714	0.188338734	0.054954772	0.128774372	0.003574963	0.060986229
SSPN	0.042981222	0.063697358	0.091257576	0.122002757	0.115678625	0.035932097	0.032086792	0.003547294	0.015191506
RP11.283G6.3	0.017632817	0.011489183	0.014904029	0.055073059	0.05123856	0.003815617	0.028975373	0.001113563	0.006289184
RP11.283G6.5	0.002034788	0.000353124	0.00083237	0.003455693	0.042043542	0.000482781	0.002568949	0.000141773	0.002316798
ITPR2	0.408578232	0.19222675	0.261369421	0.323457097	0.331517787	0.322352223	0.510613415	0.183237165	0.18371013
ASUN	0.034060469	0.018921436	0.034535765	0.028954293	0.030437345	0.025172131	0.028929877	0.018291011	0.030586968
FGFR1OP2	0.293728688	0.247481367	0.266834594	0.289830249	0.243362688	0.204279708	0.292080692	0.181760224	0.292111366
TM7SF3	0.140586578	0.115394982	0.140900058	0.144392848	0.095774557	0.05816835	0.12712828	0.045156832	0.082805317
MED21	0.070873755	0.035589092	0.069800685	0.056273166	0.060026095	0.050030645	0.083301765	0.027868028	0.072888391
RP11.582E3.6	0.005893337	0.003095922	0.003653666	0.002606625	0.001427951	0	0.007050111	0.004390776	0.006739103
STK38L	0.181258368	0.287252469	0.195295392	0.269627436	0.439897845	0.139259543	0.182895825	0.206989746	0.188834713
ARNTL2	0.013073751	0.013269012	0.009113272	0.002423695	0.02739397	0.07469333	0.008829781	0.031226459	0.030715374
PPFIBP1	0.024248429	0.018377013	0.019454067	0.016922612	0.060804799	0.010477919	0.021784569	0.007394131	0.025884034
MRPS35	0.16952894	0.12494292	0.156814781	0.126687297	0.094421294	0.180904887	0.151857887	0.086738837	0.139783192
KLHL42	0.020518607	0.024634636	0.021122588	0.019317298	0.013846135	0.013957951	0.028326813	0.008557884	0.012680289
CCDC91	0.162215048	0.121608708	0.153693579	0.185879184	0.139690207	0.100668312	0.175023837	0.074981394	0.101677631
RP11.967K21.1	0.003731663	0.000304574	0.001523575	0.002595902	0.003484334	0.000826283	0.002591146	0.000433001	0.003112381
RP11.946L16.1	0.000789993	0.000452766	0.001180477	0.001961116	0	0	0.001784024	0.001863962	0
FAR2	0.06988206	0.125552276	0.099185058	0.112345889	0.087303498	0.054504753	0.116810636	0.080108974	0.047053217
RP11.996F15.2	0.000340442	0.000339864	0.001137395	0.00197923	0	0	0.001312311	0.000922648	0
ERGIC2	0.160463815	0.130627251	0.158993929	0.165923502	0.130755009	0.127265704	0.135694744	0.076353044	0.138841088
OVCH1.AS1	0.001869265	0	0.000223391	0.00053911	0	0.001553595	0.002388153	0.00103962	0.000947984
TMTC1	0.000675041	0	0.001002262	0.000264177	0.000591549	0.010500208	0.001229485	0.011518534	0.003963478
IPO8	0.067164861	0.05207574	0.058256192	0.062115043	0.047511138	0.053432793	0.079980919	0.036786365	0.048574951
CAPRIN2	0.035298934	0.012593294	0.022189934	0.026037322	0.029244948	0.008163454	0.042216468	0.009718114	0.014975343
DDX11	0.011993126	0.007928726	0.008703395	0.009596907	0.00814968	0.011016645	0.012102586	0.003186878	0.010085604
FAM60A	0.075884687	0.069951115	0.072621626	0.095584556	0.07826554	0.083076615	0.085314407	0.043517178	0.059532044
FLJ13224	0.002665046	0.001408792	0.004389316	0.003217408	0.002183133	0.000723282	0.002983574	0.000244211	0.000316468
DENND5B	0.015959403	0.005141456	0.014951779	0.019876845	0.005187929	0.004066656	0.019050332	0.002707868	0.005758339
METTL20	0.010310312	0.003825322	0.006714563	0.008970992	0.006014204	0.003669359	0.014545792	0.002706516	0.007303043
AMN1	0.040004639	0.014488974	0.028393985	0.039366835	0.03606146	0.018413432	0.043154954	0.013602791	0.027615297
RP11.467L13.7	0.061268916	0.013621069	0.025461733	0.073423008	0.112497711	0.064614366	0.072027269	0.067299908	0.088551669
RP11.428G5.5	0.000373782	0.001037396	0	0	0.00127083	0	0.002466331	0.00046154	0
KIAA1551	0.199283987	0.102827444	0.158157825	0.204767169	0.16514668	0.156147669	0.278468254	0.1277042	0.148748442
BICD1	0.02435435	0.010898528	0.02084714	0.024933352	0.029577208	0.011064173	0.025919663	0.006422113	0.010600584
FGD4	0.272793081	0.427451293	0.297739313	0.391180157	0.385518191	0.278320489	0.374052809	0.490455461	0.292187696
DNM1L	0.136017616	0.137003219	0.129459139	0.145923375	0.143641796	0.170509832	0.155291195	0.151655502	0.126709409
YARS2	0.033920699	0.029780382	0.053733883	0.040369705	0.0193768	0.023939121	0.03922437	0.012229751	0.021785422
PKP2	0.041502558	0.223444745	0.175001964	0.214924771	0.068656322	0.040567774	0.16926306	0.077809066	0.090548122
ALG10	0.014907465	0.01225937	0.02104502	0.02656116	0.014287305	0.00513215	0.016855424	0.004095058	0.009289273
ALG10B	0.014318551	0.010344443	0.008961961	0.008835785	0.007788896	0.003623203	0.013004166	0.007414483	0.006497651
CPNE8	0.104612526	0.081116356	0.086980079	0.0690018	0.051068214	0.102132391	0.138703673	0.081425092	0.079776423
RP11.396F22.1	0.000341483	0.000917874	0.000280649	0.000695729	0.000787408	0	0.000831577	0.001640084	0
KIF21A	0.00281051	0.005147265	0.003766737	0.007680616	0.008923357	0.006336329	0.00333677	0.002927915	0.004150084
SLC2A13	0.082892363	0.03783552	0.073983985	0.08141699	0.06182091	0.028204824	0.081890306	0.02074465	0.050300019
AC079630.4	0.016005115	0.014599149	0.008753514	0.015309003	0.013941527	0.018831022	0.010881403	0.022724159	0.018380539
LRRK2	0.116411919	0.18523672	0.135468251	0.131904415	0.151080216	0.243965184	0.100705754	0.260474022	0.188533614
GXYLT1	0.046375233	0.029978511	0.050704664	0.039799693	0.029926966	0.040601396	0.043064214	0.020676368	0.038086431
YAF2	0.106587343	0.074089031	0.106642997	0.122281626	0.097054801	0.090976855	0.134466597	0.076541131	0.071557753
PPHLN1	0.144340001	0.161679342	0.176452718	0.162913981	0.168185804	0.118415993	0.125977743	0.111848701	0.133212252
ZCRB1	0.232858448	0.207798641	0.254261485	0.195161922	0.168159759	0.157063647	0.151856237	0.113977567	0.168797386
PRICKLE1	0.002419183	0.002327868	0.000873649	0.000912203	0.00150932	0.002594804	0.002384274	0.010257592	0.001809125
RP11.328C8.4	0.000882974	0.000370944	0	0	0.000771346	0	0	0.000711022	0
PUS7L	0.061386435	0.035514392	0.044832731	0.040148496	0.036417285	0.043021123	0.056259064	0.017424658	0.032769282
IRAK4	0.10687928	0.082134758	0.100662328	0.093233486	0.094587405	0.097907015	0.116595309	0.085919965	0.075326236
TWF1	0.133813427	0.068194695	0.112299785	0.095847141	0.08212758	0.101437446	0.118659325	0.060306576	0.115739154
TMEM117	0.028517782	0.012034985	0.024302754	0.026439919	0.016073268	0.009570984	0.024991516	0.004885125	0.015118679
ANO6	0.194244661	0.227727716	0.162098216	0.159536069	0.241990508	0.237596611	0.210056781	0.271353938	0.243974542
RP11.352M15.2	0.018336721	0.013066525	0.015127118	0.016184321	0.022387651	0.017917499	0.028847681	0.023242145	0.020334001
ARID2	0.063480057	0.061024802	0.051321882	0.06048219	0.078897799	0.064904376	0.089807353	0.067585416	0.053829081
SCAF11	0.425755596	0.298809275	0.348188155	0.38476591	0.357566611	0.439951619	0.509500763	0.318996073	0.340671655
SLC38A1	0.008305961	0.014043523	0.01447821	0.019966443	0.016726687	0.026091659	0.012582929	0.019639983	0.006230353
SLC38A2	0.383365188	0.295380648	0.268795111	0.42959082	0.407718079	0.43809608	0.571342659	0.360006418	0.46082193
RP11.96H19.1	0.008475317	0.007510447	0.009764128	0.013492347	0.019812766	0.007058006	0.009804823	0.007582327	0.007929699
RP11.446N19.1	0.001515956	0.000517523	0.001370873	0.001964203	0.002778288	0.001471938	0.000861973	0.000423269	0.000382939
AMIGO2	0.011425744	0.001247893	0.006028678	0.008271632	0.008264067	0.005618928	0.008025706	0.005346355	0.019120342
PCED1B	0.068251787	0.017500419	0.053900697	0.035707143	0.033281188	0.01571624	0.039140072	0.006542355	0.021769825
RPAP3	0.082924383	0.046594705	0.074266022	0.068114535	0.045305776	0.074921446	0.083663432	0.031711375	0.037332201
RP1.197B17.3	0.011849403	0.011037728	0.005396902	0.008636964	0.007147172	0.013918694	0.005723665	0.007027597	0.010386977
RAPGEF3	0.001845817	0.000789106	0.002120522	0.002310562	0.000812206	0	0.001970015	0.000856621	0.000171249
SLC48A1	0.05311328	0.020142158	0.034924236	0.036493741	0.020160474	0.01054642	0.058474962	0.017885079	0.034350454
HDAC7	0.054407545	0.032353297	0.03310914	0.039161551	0.028150059	0.019284061	0.071656014	0.02500627	0.027209649
VDR	0.07340345	0.259494294	0.091975419	0.065457335	0.178370104	0.249659681	0.108067495	0.347640725	0.233801813
TMEM106C	0.064013501	0.029293144	0.050239842	0.035601851	0.030240082	0.02573389	0.04689636	0.015121872	0.053474099
SENP1	0.024311598	0.016937781	0.018568802	0.020155925	0.021297566	0.02368224	0.027514775	0.01243503	0.019438057
PFKM	0.015244864	0.010422225	0.017258274	0.019784168	0.014728637	0.006643168	0.018103273	0.009945492	0.013084846
ASB8	0.079318606	0.038631581	0.075717583	0.051817516	0.03212297	0.071331094	0.076446654	0.0189324	0.05403519
CCDC184	0.00048756	0	0.000214464	0.000707499	0.000962801	0.00125971	0.001071931	0.000622765	0.000205447
RP11.370I10.12	0.003108818	0.000635688	0.00121256	0.002730288	0.001306836	0	0.007695778	0.001406611	0.001881985
ZNF641	0.043601892	0.034185371	0.043265704	0.048458542	0.027294391	0.028120509	0.054665478	0.02763073	0.02338723
KANSL2	0.053576443	0.047521616	0.063626104	0.049775803	0.047840202	0.041244222	0.073934983	0.04083537	0.056914869
CCNT1	0.109007116	0.129551396	0.109152578	0.118540129	0.144876252	0.145097919	0.130733473	0.262047644	0.131215605
ADCY6	0.004444171	0.000798792	0.002087991	0.000641494	0.001943304	0.001083593	0.006787694	0.001375121	0.002637477
CACNB3	0.005029205	0.000701499	0.002169438	0.002581392	0.006336991	0.001880823	0.003053861	0.00310773	0.004078739
DDX23	0.075319385	0.051122291	0.073193254	0.057455314	0.050455426	0.090614365	0.070207089	0.048567862	0.059202396
RND1	0.017099881	0.005938707	0.005850696	0.023916189	0.028473365	0.008969637	0.031995897	0.009285696	0.014354598
FKBP11	0.024788652	0.011885678	0.023137616	0.010532447	0.027015295	0.01731194	0.01619986	0.019712077	0.014044429
ARF3	0.377018633	0.382500271	0.375032418	0.292261305	0.394857726	0.483131782	0.313479057	0.388031112	0.381683824
DDN	0.001753049	0	0.000274929	0.001765455	0.000273931	0	0.001741495	0	0
RP11.386G11.5	0.012981783	0.008871504	0.007638589	0.015484981	0.014551786	0.007931149	0.027854784	0.026255108	0.014161016
PRKAG1	0.129154038	0.109390032	0.15038673	0.111694642	0.09931312	0.116922287	0.11118891	0.073657969	0.090556739
KMT2D	0.068522265	0.072513787	0.035128292	0.056037361	0.071035791	0.06634694	0.0898403	0.095980333	0.064956439
RHEBL1	0.021836858	0.00200447	0.014824128	0.019321717	0.016665395	0.015104157	0.026921426	0.002100391	0.00765575
LMBR1L	0.113061424	0.104997813	0.129209174	0.147532233	0.129949162	0.101523203	0.118040792	0.055081829	0.072994933
TUBA1B	1.770022778	1.381698052	1.533607886	1.406471804	1.537491302	1.672761586	1.717029776	0.678160934	1.441499606
RP11.386G11.10	0.034337856	0.032971216	0.030472904	0.030228298	0.057378561	0.044161838	0.031383047	0.016099321	0.027174369
TUBA1A	0.5199165	0.375812213	0.37340548	0.321777698	0.844374088	0.76079389	0.415995787	0.402318593	0.471098849
TUBA1C	0.752824602	0.744854406	0.609921314	0.679368355	0.867322602	0.737424824	0.635541072	0.518505587	1.053384745
RP11.977B10.2	0.002478309	0.000457468	0.001321577	0.003052605	0.004690233	0.001347015	0.005973772	0.001982526	0.000132976
RP11.161H23.5	0.003863869	0.001456701	0.006141708	0.005172931	0.010301684	0.001654157	0.004738118	0.006190325	0.007493494
TROAP	0.007323679	0.0004787	0.010527469	0.001633423	0.003588591	0.000620997	0.000833508	0.000202745	0.001808067
SPATS2	0.058209525	0.039348325	0.05232084	0.059574526	0.041266763	0.051345033	0.05263423	0.021195515	0.038256562
KCNH3	0.000668428	0.000747575	0.000200664	0.000661323	0	0	0.000506367	0.00284928	0.001195843
MCRS1	0.105905646	0.08425912	0.093267389	0.084211698	0.081802205	0.121828073	0.081087074	0.069866624	0.089448879
PRPF40B	0.008896942	0.001148698	0.005550731	0.005341981	0.008893205	0.00133301	0.012211615	0.00160545	0.002887411
FMNL3	0.184417856	0.185034908	0.196201416	0.239132364	0.149852921	0.128427871	0.151624816	0.052711102	0.09810692
TMBIM6	1.449532678	1.313969277	1.477755752	1.285343753	1.469865839	1.322948076	1.260401476	1.264149398	1.491489789
NCKAP5L	0.084729715	0.082967751	0.0669571	0.091718618	0.12368692	0.091972127	0.088170946	0.067977322	0.077190795
BCDIN3D	0.012499555	0.006448573	0.010296015	0.005867188	0.007348259	0.01075466	0.010433038	0.009224169	0.011637296
FAIM2	0.000500745	0	0.000188378	0	0	0	0.000188762	0.000237358	0.003043523
RACGAP1	0.032870934	0.035301952	0.023510871	0.023669322	0.021462303	0.029264597	0.031427059	0.01743846	0.035787357
SMARCD1	0.071000393	0.069284856	0.076949639	0.063018832	0.049292686	0.065137518	0.080204874	0.05261044	0.062514817
COX14	0.364052793	0.416778196	0.379629314	0.256273989	0.257898751	0.431822563	0.229989009	0.31445798	0.364740819
RP4.605O3.4	0.00410598	0.005670614	0.003320371	0.002638767	0.003750103	0	0.004889029	0.003744839	0.002997004
CERS5	0.068513309	0.060785523	0.074423111	0.056900886	0.074930837	0.081433721	0.059999247	0.060466659	0.086319954
LIMA1	0.057734189	0.019528679	0.049055362	0.038603566	0.025573211	0.026655441	0.056248221	0.011370275	0.028800536
LARP4	0.120539731	0.074915564	0.122142947	0.109492319	0.089487064	0.097878962	0.137661892	0.045088133	0.080544675
DIP2B	0.140846418	0.099920835	0.111631236	0.114750044	0.100097869	0.098724873	0.180086411	0.102896396	0.075552631
ATF1	0.09047886	0.077081275	0.095108064	0.108886693	0.093192525	0.09340759	0.105198701	0.061614883	0.098868868
METTL7A	0.223531042	0.229282882	0.222706359	0.271017296	0.184142722	0.09823871	0.306174579	0.216203458	0.110335019
SLC11A2	0.20428614	0.089751592	0.12404971	0.165102371	0.186033046	0.103291888	0.210353536	0.102862302	0.143116983
LETMD1	0.121278651	0.104091608	0.14294155	0.171532018	0.083756507	0.056197445	0.143791973	0.084738741	0.091972949
CSRNP2	0.040771864	0.027911415	0.024026911	0.043764163	0.036736893	0.029046963	0.082101222	0.027636225	0.049521008
TFCP2	0.037916128	0.026779653	0.022727298	0.021093629	0.02834327	0.031343454	0.040070473	0.028208089	0.030066972
POU6F1	0.004724873	0.001972519	0.001078812	0.004655603	0.002269827	0.001833828	0.006879149	0.001429463	0.003308135
DAZAP2	1.021824344	0.882254483	0.913635149	0.903845579	1.107019785	1.08493024	1.038427859	1.114002632	1.147493383
SMAGP	0.010393915	0.008625705	0.005625412	0.007539084	0.020751114	0.009572411	0.023562616	0.015824542	0.014344815
BIN2	0.245715765	0.202717088	0.237253222	0.240906583	0.262598007	0.228750466	0.19651876	0.30557957	0.192919111
CELA1	0.002635439	0.003323267	0.003097334	0.002990442	0.001195723	0.00335223	0.000800309	0.00550324	0.002210436
GALNT6	0.082039822	0.074744468	0.054298462	0.06251918	0.101700602	0.063809962	0.061912596	0.099544372	0.085642927
SLC4A8	0.030581834	0.022013717	0.016923768	0.022900251	0.048599357	0.02210208	0.028623129	0.033099888	0.02230059
ACVRL1	0.036707466	0.014732045	0.017533144	0.013480819	0.02124813	0.047761819	0.030371478	0.015590636	0.048062121
ACVR1B	0.022143885	0.034248491	0.023372451	0.011874618	0.032040419	0.047517136	0.036569811	0.05179023	0.039942975
GRASP	0.36063478	0.711856777	0.429267503	0.743295884	0.516307746	0.316427611	0.503827223	0.466213977	0.29254541
NR4A1	1.252935803	1.201298684	0.953283973	1.847700115	1.842378373	0.992110697	1.94887281	1.149983027	1.141070246
RP11.1100L3.8	0.029036908	0.043201212	0.033035203	0.068047635	0.066675443	0.028878026	0.053623812	0.027900356	0.020414244
ATG101	0.141135029	0.206204394	0.171747295	0.177745554	0.212467188	0.195435082	0.13925973	0.228768528	0.173570251
KRT7	0.003429264	0.00252182	0.011198189	0.000580007	0.006072349	0.004549742	0.003661282	0.006878789	0.002973925
KRT6B	0.002941349	0	0	0	0.003916349	0	0.001084393	0	0
KRT6A	0.006414339	0	0	0	0.008797201	0	0.002263006	0.000450805	0
KRT5	0.006894301	0	0	0	0.007564762	0	0.00656583	0	0
KRT1	0.000420043	0	0	0	0.000326544	0	0.000128511	0	0
KRT4	0.000138617	0	0	0	0.000590097	0	0.00059743	0.000735481	0
KRT8	0.02172802	0.01624518	0.012470195	0.012230456	0.012567248	0.002170089	0.006977875	0.003061967	0.018869058
KRT18	0.025571639	0.017045311	0.027597571	0.01749173	0.013320537	0.004635037	0.00682844	0.002806524	0.021067198
EIF4B	0.553644867	0.739528094	0.643376396	0.787894474	0.586941989	0.406965791	0.703740246	0.637844911	0.560413967
RP11.983P16.4	0.005751542	0	0.001809227	0.00350534	0.003557901	0.002081209	0.008444348	0.002078924	0.002796218
TNS2	0.006169698	0.002049866	0.002881042	0.00514444	0.002370858	0.000528301	0.012354253	0.001331201	0.002006972
SPRYD3	0.076519127	0.063810614	0.072522009	0.080007945	0.058242009	0.056939092	0.080729034	0.036251119	0.064981346
IGFBP6	0.004972046	0.000965214	0.004929109	0.003787568	0.00244906	0.002679354	0.011970332	0.002688002	0.007704506
